,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_workin_gyears,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_departament,remote_work
1239,48,True,,626.0,,1,2,,64.0,1,M,98,2,3, laBORAToRy TechNicIaN ,3,,,19294,9,,,0.13,3.0,4,,0,,2,3.0,1,,0,0,,1975,1000000000.0,nan,False
1240,35,False,no,1097.0,,11,2,Medical,70.0,3,M,79,2,3, healThcaRE REPReSEntAtIVe ,1,Married,,8302,2,,True,0.13,3.0,3,,1,10.0,3,3.0,4,,2,3,,1988,1000000000.0,nan,
1241,55,False,rarely,836.0,,8,3,,84.0,4,F,,3,4, MaNaGer ,3,Divorced,,19730,2,,True,0.14,3.0,3,,3,21.0,2,3.0,5,,0,2,,1968,1000000000.0,nan,True
1242,45,False,,1339.0,,7,3,Life Sciences,,2,M,59,3,3, resEaRCH sCienTISt ,1,,9724.0,18787,2,True,False,0.17,3.0,3,,1,,2,3.0,1,,0,0,9724.0,1978,1000000000.0,nan,True
1243,36,True,,318.0,,9,3,Medical,,4,M,,2,1, ReSEARch SciEntiST ,3,,3388.0,21777,0,,,0.17,3.0,1,,1,,0,2.0,1,,0,0,3388.0,1987,1000000000.0,nan,
1244,36,False,rarely,132.0, Research & Development ,6,3,Life Sciences,97.0,2,F,55,4,1, LABOrATOrY TEchnIcIAn ,4,,3038.0,22002,3,,False,0.12,3.0,2,,0,,3,3.0,1,,0,0,3038.0,1987,1000000000.0,Research & Development,True
1245,45,False,rarely,193.0, Research & Development ,6,4,Other,,4,M,52,3,3, ReSeARCh DireCtOr ,1,,,15067,4,True,True,0.14,3.0,2,,0,,3,4.0,0,,0,0,,1978,1000000000.0,Research & Development,False
1246,55,False,,111.0,,1,2,,106.0,1,M,70,3,3, sALES ExecUtIve ,4,Married,,18092,3,,,0.14,3.0,4,,1,,4,3.0,1,,1,0,,1968,1000000000.0,nan,True
1247,23,False,,541.0,,2,1,Technical Degree,113.0,3,M,62,3,1, salEs REPREsENtaTIve ,1,Divorced,2322.0,9518,3,True,False,0.13,3.0,3,,1,,3,3.0,0,,0,0,2322.0,2000,1000000000.0,nan,False
1248,32,False,rarely,827.0,,1,1,Life Sciences,,4,M,71,3,1, rESEARCh ScIENtIst ,1,Single,,15178,1,True,False,0.13,3.0,4,,0,,2,3.0,1,,0,0,,1991,1000000000.0,nan,True
1249,20,True,,871.0, Research & Development ,6,3,Life Sciences,137.0,4,F,66,2,1, LaBORatORy tEchNiCian ,4,Single,2926.0,19783,1,True,True,0.18,,2,,0,,5,3.0,1,,1,0,2926.0,2003,1000000000.0,Research & Development,False
1250,37,False,,1040.0,,2,2,Life Sciences,139.0,3,M,100,2,2, HeALTHCARE REPreSEnTAtIVE ,4,Divorced,,15850,5,True,False,0.14,3.0,4,80.0,1,17.0,2,4.0,1,,0,0,,1986,1000000000.0,nan,False
1251,22,False,,, Research & Development ,15,3,,144.0,2,F,59,3,1, laBorATOrY TeChNIcIAn ,4,Single,,23785,1,True,False,0.15,3.0,3,,0,,5,3.0,0,,0,0,,2001,1000000000.0,Research & Development,False
1252,34,False,,1031.0,,24,4,Life Sciences,,24,F,45,2,2, reSeARCh scientIST ,2,,4505.0,15000,6,True,,0.15,3.0,3,80.0,1,,3,3.0,1,,0,0,4505.0,1989,1000000000.0,nan,
1253,36,False,,922.0,,3,2,Life Sciences,155.0,1,F,39,3,1, LAbOrAtorY tEcHNIciaN ,4,Divorced,2835.0,2561,5,,,0.22,4.0,1,,1,,2,3.0,1,,0,0,2835.0,1987,1000000000.0,nan,False
1254,19,True,rarely,528.0, Sales ,22,1,Marketing,167.0,4,M,,3,1, sALEs RePREsentaTive ,3,Single,,26820,1,,True,0.19,3.0,4,,0,0.0,2,2.0,0,,0,0,,2004,1000000000.0,Sales,True
1255,41,False,,,,9,4,Life Sciences,200.0,3,M,94,3,1, LAboraTOry TeCHniCIan ,1,,,6961,2,True,,0.21,4.0,4,,1,7.0,2,3.0,5,,1,4,,1982,1000000000.0,nan,
1256,19,False,,,,18,1,,201.0,2,F,79,3,1, lAbORatory tECHnICiAn ,2,Single,,16102,1,,False,0.14,,4,,0,1.0,3,3.0,1,,0,0,,2004,1000000000.0,nan,False
1257,51,False,,1169.0,,7,4,,211.0,2,M,34,2,2, ManufAcTUriNG diRECTOR ,3,Married,,13983,2,True,False,0.17,3.0,3,,0,10.0,2,3.0,1,,0,0,,1972,1000000000.0,nan,True
1258,58,False,,1145.0,,9,3,,214.0,2,F,75,2,1, rEsearCH SCIeNtIst ,2,Married,,11873,4,True,True,0.2,4.0,2,,1,9.0,3,2.0,1,,0,0,,1965,1000000000.0,nan,False
1259,19,True,frequently,602.0,,1,1,,,3,F,100,1,1, SALES RepRESENTatIvE ,1,,,20989,0,True,False,0.21,4.0,1,,0,1.0,5,,0,,0,0,,2004,1000000000.0,nan,True
1260,19,True,rarely,303.0,,2,3,Life Sciences,243.0,2,M,,2,1, LABOrAtorY tecHniCiaN ,4,Single,,9241,1,,,0.22,4.0,3,,0,1.0,3,2.0,1,,1,0,,2004,1000000000.0,nan,True
1261,35,True,rarely,556.0,,23,2,,,2,M,50,2,2, MAnufACTuRiNG DIReCTOR ,3,,,15497,3,True,True,0.13,3.0,1,,0,8.0,1,3.0,1,,0,1,,1988,1000000000.0,nan,
1262,38,False,rarely,1261.0,,38,4,,271.0,4,M,,3,2, ManUfactuRIng diREcTOR ,3,,6553.0,7259,9,,,0.14,3.0,2,80.0,0,14.0,3,3.0,1,,0,0,6553.0,1985,1000000000.0,nan,False
1263,38,True,,1180.0,,29,1,Medical,282.0,2,M,70,3,2, heAlTHcARe rEpResENtatiVE ,1,Married,6673.0,11354,7,,True,0.19,,2,80.0,0,17.0,2,3.0,1,,0,0,6673.0,1985,1000000000.0,nan,False
1264,41,False,,896.0, Sales ,6,3,Life Sciences,,4,F,75,3,3, mAnageR ,4,Single,13591.0,14674,3,,True,0.18,3.0,3,,0,,3,3.0,1,,0,0,13591.0,1982,1000000000.0,Sales,False
1265,59,False,rarely,142.0,,3,3,Life Sciences,309.0,3,M,70,2,1, ResEaRCh sciENtIST ,4,Married,2177.0,8456,3,,,0.17,3.0,1,,1,7.0,6,3.0,1,,0,0,2177.0,1964,1000000000.0,nan,True
1266,50,False,rarely,854.0,,1,4,Medical,323.0,4,F,68,3,5, MANagER ,4,Divorced,19517.0,24118,3,,False,0.11,3.0,3,,1,,3,2.0,7,,0,6,19517.0,1973,1000000000.0,nan,False
1267,41,False,rarely,1411.0, Research & Development ,19,2,Life Sciences,334.0,3,M,36,3,2, rESEArcH SCiEntIst ,1,Divorced,,19877,2,,,0.16,3.0,1,,2,17.0,2,2.0,1,,0,0,,1982,1000000000.0,Research & Development,True
1268,45,False,,252.0,,1,3,,,3,M,70,4,5, manAGer ,4,,19202.0,15970,0,,,0.11,3.0,3,,1,25.0,2,3.0,24,,1,7,19202.0,1978,1000000000.0,nan,False
1269,37,True,,504.0,,10,3,Medical,342.0,1,M,61,3,3, ManufActuriNG DireCtor ,3,,10048.0,22573,6,,False,0.11,,2,80.0,2,17.0,5,3.0,1,,0,0,10048.0,1986,1000000000.0,nan,True
1270,51,False,,833.0,,38,3,,,3,M,96,3,1, rESEARCH SCIENtIsT ,4,Married,2723.0,23231,1,,False,0.11,3.0,2,,0,1.0,0,2.0,1,,0,0,2723.0,1972,1000000000.0,nan,
1271,28,True,rarely,529.0,,2,4,Life Sciences,364.0,1,M,79,3,1, LABoraToRY TEcHNiciAN ,3,Single,,14935,2,,,0.11,3.0,3,,0,5.0,5,1.0,0,,0,0,,1995,1000000000.0,nan,False
1272,29,False,rarely,1210.0,,2,3,Medical,,1,M,78,2,2, SaleS exeCUtiVE ,2,Married,6644.0,3687,2,True,False,0.19,3.0,2,,2,10.0,2,,0,,0,0,6644.0,1994,1000000000.0,nan,
1273,31,False,rarely,1463.0, Research & Development ,23,3,Medical,367.0,2,M,64,2,2, heAlThcaRe REprESeNTATive ,4,,,14408,0,True,False,0.21,,2,,1,10.0,2,3.0,9,,7,8,,1992,1000000000.0,Research & Development,
1274,38,False,rarely,322.0,,7,2,Medical,,1,F,44,4,2, SALes EXEcutIvE ,1,,5605.0,19191,1,True,True,0.24,4.0,3,,1,8.0,3,3.0,8,,7,7,5605.0,1985,1000000000.0,nan,False
1275,44,True,frequently,920.0,,12,3,Life Sciences,392.0,12,M,43,3,1, LABoraToRY TEChnicIan ,3,,3161.0,19920,3,,True,0.22,4.0,4,,1,19.0,0,1.0,1,,0,0,3161.0,1979,1000000000.0,nan,True
1276,36,False,,506.0,,3,3,Technical Degree,397.0,3,M,30,3,2, resEArch ScientiST ,2,Single,,26285,4,True,,0.12,3.0,4,,0,10.0,2,3.0,8,,7,7,,1987,1000000000.0,nan,True
1277,18,True,,, Research & Development ,3,3,,,3,M,54,3,1, LABoratOry TeCHnIcIan ,3,Single,1420.0,25233,1,True,False,0.13,3.0,3,,0,0.0,2,3.0,0,,0,0,1420.0,2005,1000000000.0,Research & Development,True
1278,36,False,,566.0,,18,4,Life Sciences,407.0,3,M,81,4,1, lAborAtoRY TEchNIciAn ,4,Married,,7122,4,,False,0.18,3.0,4,,2,4.0,2,3.0,1,,0,0,,1987,1000000000.0,nan,
1279,18,False,,812.0,,10,3,,,4,F,69,2,1, sALes rEPrESenTativE ,3,,1200.0,9724,1,True,False,0.12,3.0,1,,0,0.0,2,3.0,0,,0,0,1200.0,2005,1000000000.0,nan,False
1280,39,True,rarely,1162.0,,3,2,,445.0,4,F,41,3,2, Sales exECutivE ,3,Married,5238.0,17778,4,True,True,0.18,3.0,1,,0,12.0,3,2.0,1,,0,0,5238.0,1984,1000000000.0,nan,
1281,43,False,rarely,1001.0, Research & Development ,15,3,,,15,F,43,3,3, hEAlthCarE rEpresenTATiVe ,1,Marreid,9985.0,9262,8,True,False,0.16,3.0,1,,1,,1,2.0,1,,0,0,9985.0,1980,1000000000.0,Research & Development,
1282,47,False,frequently,1309.0,,4,1,Medical,,2,M,99,3,2, sales rEpResENtAtIVe ,3,,,25751,3,,False,0.19,3.0,1,,0,5.0,3,3.0,0,,0,0,,1976,1000000000.0,nan,False
1283,42,False,rarely,810.0,,23,5,,468.0,1,F,44,3,4, rEsEARcH DiRecTOR ,4,Single,15992.0,15901,2,True,False,0.14,3.0,2,,0,16.0,2,3.0,1,,0,0,15992.0,1981,1000000000.0,nan,False
1284,32,False,,1062.0,,2,3,,471.0,3,F,75,3,1, lAboRaTORY TECHNIcIAN ,2,Married,2370.0,3956,1,True,False,0.13,,3,,1,8.0,4,3.0,8,,0,7,2370.0,1991,1000000000.0,nan,
1285,48,False,rarely,530.0,,29,1,Medical,473.0,1,F,91,3,3, mAnAGer ,3,Married,,23978,3,True,,0.21,4.0,2,,1,15.0,3,1.0,0,,0,0,,1975,1000000000.0,nan,True
1286,42,False,rarely,1332.0, Research & Development ,2,4,,477.0,1,M,98,2,2, HealTHcaRE rEPreSEntATive ,4,,6781.0,17078,3,,,0.23,4.0,2,,0,,6,3.0,1,,0,0,6781.0,1981,1000000000.0,Research & Development,False
1287,36,False,no,845.0,,1,5,Medical,479.0,4,F,45,3,2, sALES ExecuTIve ,4,,6653.0,15276,4,True,,0.15,,2,,0,,6,3.0,1,,0,0,6653.0,1987,1000000000.0,nan,True
1288,33,True,rarely,350.0,,5,3,Marketing,485.0,4,F,34,3,1, SaLes rEpreSeNTATive ,3,Single,2851.0,9150,1,,,0.13,,2,,0,1.0,2,3.0,1,,0,0,2851.0,1990,1000000000.0,nan,False
1289,46,False,,1144.0, Research & Development ,7,4,Medical,487.0,3,F,30,3,2, MaNUfActuRInG diREctOr ,3,Married,5258.0,16044,2,,,0.14,3.0,3,,0,7.0,2,4.0,1,,0,0,5258.0,1977,1000000000.0,Research & Development,
1290,21,True,rarely,156.0, Sales ,12,3,Life Sciences,494.0,3,F,90,4,1, saLes REPrEsentAtiVE ,2,Single,,25422,1,True,,0.15,3.0,4,,0,1.0,0,3.0,1,,0,0,,2002,1000000000.0,Sales,False
1291,30,False,,202.0,,2,1,Technical Degree,508.0,3,M,72,3,1, sAlES rEpResENTaTivE ,2,,2476.0,17434,1,,,0.18,3.0,1,,1,,3,3.0,1,,0,0,2476.0,1993,1000000000.0,nan,True
1292,30,True,frequently,464.0,,4,3,,514.0,3,M,40,3,1, rEsearCh sciEnTISt ,4,Single,2285.0,3427,9,True,True,0.23,4.0,3,,0,3.0,4,3.0,1,,0,0,2285.0,1993,1000000000.0,nan,False
1293,32,False,rarely,1305.0,,10,4,,518.0,3,M,49,3,2, maNuFACtURINg DirEcToR ,2,Single,4197.0,21123,2,True,,0.12,3.0,4,,0,18.0,2,2.0,1,,0,1,4197.0,1986,1000000000.0,nan,
1294,40,False,rarely,555.0,,2,3,,,2,F,78,2,2, LAboraTORY TEchNIciAN ,3,Married,3448.0,13436,6,,False,0.22,4.0,2,,1,,3,3.0,1,,0,0,3448.0,1983,1000000000.0,nan,True
1295,28,False,rarely,1300.0,,17,2,,,3,M,79,3,2, lABORatorY TECHNIciAN ,1,,4558.0,13535,1,True,,0.12,3.0,4,,1,10.0,2,,10,,1,8,4558.0,1995,1000000000.0,nan,False
1296,38,False,frequently,1490.0,,2,2,,556.0,4,M,42,3,1, lABoRatory teCHniciAN ,4,Married,1702.0,12106,1,True,True,0.23,4.0,3,,1,,3,3.0,1,,0,0,1702.0,1985,1000000000.0,nan,False
1297,19,True,,489.0,,2,2,Technical Degree,566.0,1,M,,2,1, humAN ResoUrceS ,4,Single,2564.0,18437,1,True,False,0.12,3.0,3,,0,1.0,3,4.0,1,,0,0,2564.0,2004,1000000000.0,nan,
1298,57,False,rarely,210.0,,29,3,,568.0,1,M,56,2,4, MaNagER ,4,divorced,,22102,3,True,False,0.12,3.0,3,,1,,3,2.0,1,,0,0,,1966,1000000000.0,nan,True
1299,47,False,rarely,983.0,,2,2,Medical,,1,F,65,3,2, MAnufactURInG DiREctoR ,4,,5070.0,7389,5,,,0.13,,3,,3,20.0,2,3.0,5,,0,4,5070.0,1976,1000000000.0,nan,
1300,54,False,rarely,548.0,,8,4,Life Sciences,,3,F,42,3,2, lAbORATorY TEchniciAN ,3,Single,3780.0,23428,7,True,,0.11,3.0,3,80.0,0,,3,3.0,1,,0,0,3780.0,1969,1000000000.0,nan,False
1301,31,True,frequently,534.0,,42,3,,,42,M,66,3,3, HEaLTHCARe REPresEnTaTiVE ,3,,9824.0,22908,3,True,False,0.12,3.0,1,,0,12.0,2,3.0,1,,0,0,9824.0,1992,1000000000.0,nan,True
1302,18,True,frequently,1306.0,,5,3,Marketing,614.0,2,M,69,3,1, saLeS REprESENTaTIvE ,2,,1878.0,8059,1,,True,0.14,3.0,4,,0,,3,3.0,0,,0,0,1878.0,2005,1000000000.0,nan,False
1303,40,False,,1094.0,,28,3,Other,615.0,3,M,58,1,3, sALeS ExecuTiVE ,1,,,11373,3,,False,0.15,3.0,3,,1,20.0,2,3.0,1,,0,1,,1983,1000000000.0,nan,
1304,26,False,,775.0,,29,2,,,1,M,45,3,2, saLeS eXecUTIVE ,3,,,4267,5,,,0.12,3.0,1,,2,8.0,5,3.0,0,,0,0,,1997,1000000000.0,nan,
1305,26,True,rarely,471.0, Research & Development ,24,3,,622.0,3,M,66,1,1, LABorAtORy TEchnIciAn ,4,Single,2340.0,23213,1,,True,0.18,3.0,2,,0,1.0,3,1.0,1,,0,0,2340.0,1997,1000000000.0,Research & Development,True
1306,38,False,,1495.0,,10,3,,,3,F,76,3,2, HEALthCaRe reprEsEnTaTivE ,3,,,22174,3,,False,0.19,3.0,3,80.0,1,18.0,4,,1,,0,0,,1985,1000000000.0,nan,
1307,24,False,,823.0,,17,2,Other,643.0,4,M,94,2,1, lAbOrAtORy tECHNICIAN ,2,Married,2127.0,9100,1,True,False,0.21,4.0,4,,1,1.0,2,3.0,1,,0,0,2127.0,1999,1000000000.0,nan,True
1308,30,True,frequently,448.0,,12,4,,648.0,2,M,74,2,1, sALeS RePREsEntaTIVe ,1,Married,2033.0,14470,1,True,False,0.18,3.0,3,,1,1.0,2,4.0,1,,0,0,2033.0,1993,1000000000.0,nan,
1309,37,False,rarely,558.0,,2,3,Marketing,656.0,4,M,75,3,2, salEs eXeCuTIve ,3,Married,9602.0,3010,4,,,0.11,3.0,3,,1,,3,2.0,3,,1,0,9602.0,1986,1000000000.0,nan,False
1310,20,False,rarely,959.0, Research & Development ,1,3,Life Sciences,657.0,4,F,83,2,1, rEsEARcH ScieNTisT ,2,,,11757,1,,False,0.13,,4,80.0,0,1.0,0,4.0,1,,0,0,,2003,1000000000.0,Research & Development,True
1311,43,False,,782.0,,14,4,Other,661.0,2,M,50,2,4, REseArcH DireCtOR ,4,Divorced,16627.0,2671,4,True,,0.14,3.0,3,,1,21.0,3,,1,,0,0,16627.0,1980,1000000000.0,nan,False
1312,38,False,,362.0,,27,1,Life Sciences,662.0,3,F,,3,1, ReseaRcH SCieNTIST ,1,,,14561,3,,False,0.17,3.0,4,,0,8.0,3,2.0,0,,0,0,,1985,1000000000.0,nan,True
1313,33,False,,1216.0, Sales ,8,4,Marketing,,3,M,39,3,2, SalEs eXecuTive ,3,Divorced,,20431,0,True,,0.12,3.0,4,80.0,0,6.0,3,3.0,5,,1,2,,1990,1000000000.0,Sales,False
1314,30,False,,160.0,,3,3,,,3,F,71,3,1, reSeARCH SCIenTiST ,3,,2083.0,22653,1,,False,0.2,4.0,3,,1,1.0,2,,1,,0,0,2083.0,1993,1000000000.0,nan,False
1315,29,False,,, Sales ,44,2,Medical,690.0,2,F,62,3,2, SaLeS EXEcUTiVe ,3,,,3487,1,True,False,0.14,3.0,1,,1,,5,2.0,6,,1,2,,1994,1000000000.0,Sales,False
1316,20,True,,1362.0,,10,1,Medical,701.0,4,M,32,3,1, rEseaRch sCIenTiST ,3,Single,1009.0,26999,1,,,0.11,3.0,4,,0,,5,3.0,1,,1,1,1009.0,2003,1000000000.0,nan,True
1317,35,False,no,727.0,,20,3,,704.0,20,M,41,2,1, LAboRATOry TeCHnician ,3,Marreid,,16900,1,True,False,0.18,3.0,3,,2,1.0,3,3.0,1,,0,0,,1988,1000000000.0,nan,False
1318,37,False,,1225.0,,10,2,Life Sciences,715.0,4,M,80,4,1, rESeArCh sciENTiSt ,4,Single,,15232,3,True,False,0.17,3.0,1,,0,,2,,1,,0,0,,1986,1000000000.0,nan,True
1319,38,False,,168.0,,1,3,,743.0,3,F,81,3,3, mAnuFacTUrinG dIrECtOR ,3,Single,7861.0,15397,4,,True,0.14,,4,,0,10.0,4,,1,,0,0,7861.0,1985,1000000000.0,nan,True
1320,29,False,,1396.0,,10,3,,749.0,3,M,,3,1, sAles RePreseNtativE ,3,Single,2642.0,2755,1,True,False,0.11,3.0,3,,0,1.0,6,,1,,0,0,2642.0,1994,1000000000.0,nan,False
1321,35,False,,1225.0,,2,4,,,4,F,61,3,2, HEaLthcAre reprESentATiVE ,1,Divorced,,4761,2,True,False,0.11,3.0,1,,1,16.0,2,4.0,1,,0,0,,1988,1000000000.0,nan,
1322,38,False,rarely,268.0,,2,5,Medical,773.0,4,M,92,3,1, ResEarCh ScIenTisT ,3,Married,,20471,6,,True,0.13,3.0,2,80.0,1,,0,1.0,1,,0,1,,1985,1000000000.0,nan,True
1323,34,False,rarely,167.0,,8,5,Life Sciences,775.0,2,F,32,3,2, manUfACtuRIng DiRECtOR ,1,,5121.0,4187,3,,False,0.14,3.0,3,,1,,3,,0,,0,0,5121.0,1989,1000000000.0,nan,True
1324,23,True,,1243.0,,6,3,Life Sciences,811.0,3,M,,4,1, LaborAtorY TecHNICIAn ,1,,,3445,1,,True,0.21,4.0,3,,2,1.0,2,3.0,0,,0,0,,2000,1000000000.0,nan,False
1325,24,False,,1092.0,,9,3,Life Sciences,812.0,3,M,60,2,1, labORAToRy TeCHNicIAN ,2,Divorced,2694.0,26551,1,True,False,0.11,3.0,3,,3,,4,3.0,1,,0,0,2694.0,1999,1000000000.0,nan,False
1326,29,True,rarely,805.0,,1,2,Life Sciences,816.0,2,F,36,2,1, LabOrATORy TEchniciAn ,1,Married,,6689,1,,,0.11,3.0,4,,1,1.0,1,3.0,1,,0,0,,1994,1000000000.0,nan,True
1327,40,False,frequently,720.0,,16,4,Medical,832.0,1,M,51,2,2, lABoratORy tEChnIciaN ,3,,5094.0,11983,6,True,False,0.14,3.0,4,,0,10.0,6,3.0,1,,0,0,5094.0,1983,1000000000.0,nan,True
1328,30,False,rarely,, Research & Development ,2,3,,833.0,3,F,52,2,2, MaNufacTuRINg DirEcTor ,4,Single,,20234,5,True,,0.24,4.0,2,,0,12.0,4,2.0,0,,0,0,,1993,1000000000.0,Research & Development,True
1329,45,False,,252.0,,2,3,,834.0,2,F,95,2,1, rEseaRCH scIeNTIsT ,3,,2274.0,6153,1,,False,0.14,3.0,4,,0,1.0,3,3.0,1,,0,0,2274.0,1978,1000000000.0,nan,
1330,27,False,,443.0,,3,3,Medical,,4,M,50,3,1, reSeARCH ScIENtISt ,4,Married,,16571,1,,,0.11,3.0,3,80.0,3,0.0,6,2.0,0,,0,0,,1996,1000000000.0,nan,
1331,37,False,,342.0,,16,4,Marketing,,4,M,66,2,2, SAlEs eXEcUTiVE ,3,,,24558,4,True,,0.19,,4,80.0,2,9.0,2,3.0,1,,0,0,,1986,1000000000.0,nan,
1332,32,False,,300.0,,1,3,Life Sciences,,4,M,61,3,1, lABoraToRy techNICIAn ,4,Divorced,2314.0,9148,0,,False,0.12,,2,,1,4.0,2,3.0,3,,0,2,2314.0,1991,1000000000.0,nan,True
1333,53,False,rarely,868.0,,8,3,Marketing,897.0,1,M,73,3,4, SALes eXECuTive ,4,Married,,22789,5,,,0.14,3.0,3,80.0,1,28.0,3,3.0,2,,2,2,,1970,1000000000.0,nan,True
1334,37,False,,1252.0,,19,2,,904.0,19,M,32,3,3, saLEs EXEcUtIVE ,2,Single,,4814,1,,True,0.13,3.0,4,,0,,2,3.0,10,,0,9,,1986,1000000000.0,nan,False
1335,32,True,rarely,374.0,,25,4,,911.0,1,M,87,3,1, lAbORAtoRy TEChNiCIAN ,4,,,18016,1,True,,0.24,4.0,3,,0,1.0,2,1.0,1,,0,1,,1991,1000000000.0,nan,True
1336,58,True,frequently,781.0,,2,1,,918.0,4,M,57,2,1, lABorAToRy teCHNIcIaN ,4,divorced,2380.0,13384,9,True,,0.14,3.0,4,,1,3.0,3,2.0,1,,0,0,2380.0,1965,1000000000.0,nan,
1337,43,False,rarely,177.0,,8,3,,,1,F,55,3,2, MAnUFacTurInG dirEcToR ,2,Divorced,,23814,4,True,False,0.21,4.0,3,,1,4.0,2,4.0,1,,0,0,,1980,1000000000.0,nan,False
1338,21,True,rarely,1427.0, Research & Development ,18,1,Other,923.0,4,F,65,3,1, resEaRcH scIENTiSt ,4,Single,,8870,1,,False,0.19,,1,,0,,3,2.0,1,,0,0,,2002,1000000000.0,Research & Development,False
1339,34,False,,546.0,,48,3,Life Sciences,934.0,48,M,83,3,1, lAboRATORy TechNIcIAN ,2,,2008.0,6896,1,True,False,0.14,3.0,2,80.0,2,1.0,3,3.0,1,,1,0,2008.0,1989,1000000000.0,nan,True
1340,58,False,,1272.0,,5,3,,940.0,3,F,37,2,3, HeALThcAre RePresENTATive ,2,Divorced,10552.0,9255,2,True,,0.13,,4,,1,24.0,3,3.0,6,,0,4,10552.0,1965,1000000000.0,nan,False
1341,48,False,,,,20,4,Medical,945.0,4,M,51,3,1, rEsEARCh ScieNTist ,3,Married,2259.0,5543,4,,,0.17,3.0,1,80.0,2,13.0,2,2.0,0,,0,0,2259.0,1975,1000000000.0,nan,False
1342,32,False,no,1184.0,,1,3,Life Sciences,951.0,3,F,70,2,1, LaBORatoRy teCHnIciAn ,2,Married,,3974,6,,False,0.2,,3,,0,5.0,3,3.0,3,,0,2,,1991,1000000000.0,nan,
1343,25,True,,867.0,,19,2,Marketing,952.0,3,M,36,2,1, sAleS rEPrEsENTaTiVE ,2,Married,2413.0,18798,1,True,True,0.18,,3,80.0,3,,2,3.0,1,,0,0,2413.0,1998,1000000000.0,nan,False
1344,40,False,,658.0, Sales ,10,4,Marketing,954.0,1,M,67,2,3, SALes eXECuTIvE ,2,Divorced,,20652,2,,False,0.12,3.0,2,80.0,1,11.0,2,2.0,1,,0,0,,1983,1000000000.0,Sales,True
1345,19,True,,419.0,,21,3,Other,959.0,4,M,37,2,1, SAles rePREseNTatIVE ,2,Single,2121.0,9947,1,True,True,0.13,3.0,2,80.0,0,1.0,3,4.0,1,,0,0,2121.0,2004,1000000000.0,nan,False
1346,20,True,rarely,129.0, Research & Development ,4,3,Technical Degree,,1,M,84,3,1, LabORatORy tEChnIcIAn ,1,Single,,13008,1,True,,0.19,3.0,2,80.0,0,1.0,2,3.0,1,,0,0,,2003,1000000000.0,Research & Development,False
1347,33,False,rarely,1069.0,,1,3,,,2,F,42,2,2, hEaLThcAre repREseNtATIvE ,4,,,12291,0,,,0.14,3.0,1,,0,6.0,3,3.0,5,,1,4,,1990,1000000000.0,nan,
1348,58,True,rarely,289.0,,2,3,,,4,M,51,3,1, reSearCH ScIeNtiSt ,3,Single,2479.0,26227,4,True,False,0.24,4.0,1,80.0,0,7.0,4,3.0,1,,0,0,2479.0,1965,1000000000.0,nan,False
1349,40,True,no,1479.0,,24,3,,986.0,2,F,100,4,4, SALES EXecutivE ,2,Single,13194.0,17071,4,,,0.16,3.0,4,,0,22.0,2,2.0,1,,0,0,13194.0,1983,1000000000.0,nan,True
1350,29,True,rarely,906.0,,10,3,,994.0,4,F,92,2,1, rESEarCh scIenTisT ,1,Single,,11479,6,,True,0.2,4.0,3,,0,3.0,5,3.0,0,,0,0,,1994,1000000000.0,nan,True
1351,47,False,rarely,955.0,,18,2,Life Sciences,1003.0,4,F,83,3,2, SAles execUTive ,4,Single,4163.0,8571,1,True,True,0.17,3.0,3,,0,9.0,0,3.0,9,,0,7,4163.0,1976,1000000000.0,nan,False
1352,18,False,,287.0,,5,2,,1012.0,2,M,73,3,1, reSEaRCH scIENTiST ,4,,,13493,1,,False,0.15,3.0,4,,0,,2,3.0,0,,0,0,,2005,1000000000.0,nan,
1353,20,True,,1097.0,,16,3,Medical,,4,F,98,2,1, reseARCH sCiEnTIst ,1,,2600.0,18275,1,,True,0.15,3.0,1,80.0,0,1.0,2,3.0,1,,0,0,2600.0,2003,1000000000.0,nan,False
1354,42,False,,265.0,,5,2,,1029.0,4,M,90,3,5, ManagEr ,3,,18303.0,7770,6,,False,0.13,3.0,2,,0,21.0,3,4.0,1,,0,0,18303.0,1981,1000000000.0,nan,True
1355,50,False,rarely,804.0, Research & Development ,9,3,,,1,M,64,3,1, LaBorAtOrY teCHNICIAn ,4,Married,2380.0,20165,4,,False,0.18,,2,,0,8.0,5,3.0,1,,0,0,2380.0,1973,1000000000.0,Research & Development,True
1356,37,True,rarely,1141.0,,11,2,Medical,1033.0,1,F,61,1,2, HEaLtHcArE rEPrEseNtAtIVE ,2,,4777.0,14382,5,,False,0.15,3.0,1,,0,15.0,2,1.0,1,,0,0,4777.0,1986,1000000000.0,nan,True
1357,38,False,,,,3,4,Life Sciences,,2,M,42,3,2, sAlEs EXecUTIVE ,4,,,4981,8,,True,0.12,3.0,3,80.0,0,19.0,1,3.0,1,,0,0,,1985,1000000000.0,nan,False
