,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,date_birth,role_departament,remote_work
1212,,,824.0,,5,2,life sciences,,4,f,67,2,2,research scientist,2,married,5878.0,15624,3,False,0.12,,1,1,12.0,2,3.0,7,,2,5,1991,,
1213,,rarely,329.0,,24,3,medical,,3,m,51,3,1,laboratory technician,2,married,,7324,1,,0.17,,3,3,,3,3.0,1,,0,0,1995,,
1214,,,1313.0,sales,11,4,,,4,f,,3,2,sales executive,4,single,,8191,3,,0.12,,3,0,8.0,1,4.0,5,,0,4,1974,sales,
1215,,frequently,594.0,research & development,2,2,medical,,3,f,75,2,1,laboratory technician,2,married,2468.0,15963,4,,0.14,,2,1,9.0,4,2.0,6,,0,5,1985,research & development,
1216,,rarely,734.0,,2,4,,,3,m,46,3,5,research director,4,,,14218,7,,0.17,,3,1,24.0,3,3.0,2,,2,2,1977,,
1217,,frequently,234.0,,9,4,life sciences,,4,m,93,3,2,laboratory technician,1,,,6208,4,,0.17,,3,1,,3,2.0,7,,0,7,1989,,
1218,,,766.0,,20,3,life sciences,,3,m,83,3,2,sales executive,4,,4127.0,19188,2,,0.18,,4,1,7.0,6,3.0,2,,2,2,1984,,
1219,,rarely,920.0,human resources,20,2,,,4,f,69,3,1,human resources,2,married,2148.0,6889,0,True,0.11,,3,0,6.0,3,3.0,5,,1,4,1997,human resources,
1220,,rarely,431.0,,7,4,medical,,4,f,68,3,2,research scientist,4,married,,15696,4,False,0.15,,2,1,14.0,2,2.0,7,,1,7,1969,,
1221,,frequently,1213.0,,2,1,,,2,m,94,2,2,human resources,4,,3886.0,4223,1,False,0.21,,4,0,10.0,2,2.0,10,,0,8,1987,,
1222,,frequently,238.0,research & development,5,2,,,1,f,47,4,1,research scientist,3,,,15318,3,True,0.14,,1,0,8.0,2,3.0,4,,0,3,1991,research & development,
1223,,,1146.0,,15,4,,,3,f,,3,2,healthcare representative,4,,6667.0,16542,5,False,0.18,,2,1,9.0,6,3.0,5,,1,2,1991,,
1224,,,1404.0,research & development,17,3,,,3,m,32,2,1,laboratory technician,4,,,18779,5,False,0.12,,1,1,,2,2.0,4,,0,3,1995,research & development,
1225,,,1313.0,,1,2,medical,,2,m,59,2,1,laboratory technician,3,divorced,,20439,1,,0.12,,3,3,,2,2.0,1,,0,0,1990,,
1226,,rarely,1373.0,,2,2,,,4,m,92,2,1,laboratory technician,3,single,2090.0,2396,6,True,0.15,,2,0,7.0,3,3.0,0,,0,0,1986,,
1227,,rarely,1324.0,,3,3,medical,,3,f,81,4,1,laboratory technician,1,,,9964,4,,0.2,,1,3,12.0,3,2.0,1,,0,0,1964,,
1228,,rarely,1358.0,,24,1,life sciences,,4,m,67,3,1,laboratory technician,3,divorced,,13335,1,,0.22,,2,1,1.0,2,3.0,1,,0,0,1993,,
1229,,,1123.0,,16,2,,,4,m,96,4,1,laboratory technician,4,,,7324,1,True,0.13,,2,2,,2,2.0,1,,0,0,2001,,
1230,,rarely,391.0,,15,2,,,3,m,96,3,1,research scientist,4,single,,19281,1,False,0.14,,4,0,0.0,6,3.0,0,,0,0,2002,,
1231,,rarely,125.0,,9,2,medical,,4,m,83,2,1,laboratory technician,3,,,16117,1,,0.13,,1,0,10.0,5,3.0,10,,1,8,1993,,
1232,,rarely,895.0,,18,3,technical degree,,18,m,56,3,2,sales representative,4,marreid,2086.0,3335,3,False,0.14,,3,1,19.0,6,4.0,1,,0,0,1984,,
1233,,rarely,813.0,,1,3,,,2,m,61,3,1,research scientist,4,,,3020,2,True,0.16,,1,1,6.0,2,,2,,2,0,1999,,
1234,,,,research & development,4,2,other,,3,m,75,3,1,laboratory technician,4,divorced,1951.0,10910,1,,0.12,,3,1,1.0,3,3.0,1,,0,0,1988,research & development,
1235,,,1240.0,,2,4,life sciences,,4,f,33,3,1,laboratory technician,1,divorced,,19715,1,,0.13,,4,1,,6,3.0,1,,0,0,1996,,
1236,,,1357.0,,25,3,life sciences,,1,m,48,1,1,laboratory technician,3,single,,10558,1,,0.12,,3,0,1.0,2,2.0,1,,0,1,1997,,
1237,,,,research & development,24,2,life sciences,,2,m,73,3,1,research scientist,2,married,3022.0,10227,4,False,0.21,,1,0,8.0,1,3.0,1,,0,0,1986,research & development,
1238,,,1229.0,,46,1,,,46,m,36,4,1,laboratory technician,4,,,4892,1,False,0.19,,4,0,1.0,2,3.0,1,,0,1,1988,,
1239,,,626.0,,1,2,,,1,m,98,2,3,laboratory technician,3,,,19294,9,,0.13,,4,0,,2,3.0,1,,0,0,1975,,
1240,,no,1097.0,,11,2,medical,,3,m,79,2,3,healthcare representative,1,married,,8302,2,True,0.13,,3,1,10.0,3,3.0,4,,2,3,1988,,
1241,,rarely,836.0,,8,3,,,4,f,,3,4,manager,3,divorced,,19730,2,True,0.14,,3,3,21.0,2,3.0,5,,0,2,1968,,
1242,,,1339.0,,7,3,life sciences,,2,m,59,3,3,research scientist,1,,9724.0,18787,2,False,0.17,,3,1,,2,3.0,1,,0,0,1978,,
1243,,,318.0,,9,3,medical,,4,m,,2,1,research scientist,3,,3388.0,21777,0,,0.17,,1,1,,0,2.0,1,,0,0,1987,,
1244,,rarely,132.0,research & development,6,3,life sciences,,2,f,55,4,1,laboratory technician,4,,3038.0,22002,3,False,0.12,,2,0,,3,3.0,1,,0,0,1987,research & development,
1245,,rarely,193.0,research & development,6,4,other,,4,m,52,3,3,research director,1,,,15067,4,True,0.14,,2,0,,3,4.0,0,,0,0,1978,research & development,
1246,,,111.0,,1,2,,,1,m,70,3,3,sales executive,4,married,,18092,3,,0.14,,4,1,,4,3.0,1,,1,0,1968,,
1247,,,541.0,,2,1,technical degree,,3,m,62,3,1,sales representative,1,divorced,2322.0,9518,3,False,0.13,,3,1,,3,3.0,0,,0,0,2000,,
1248,,rarely,827.0,,1,1,life sciences,,4,m,71,3,1,research scientist,1,single,,15178,1,False,0.13,,4,0,,2,3.0,1,,0,0,1991,,
1249,,,871.0,research & development,6,3,life sciences,,4,f,66,2,1,laboratory technician,4,single,2926.0,19783,1,True,0.18,,2,0,,5,3.0,1,,1,0,2003,research & development,
1250,,,1040.0,,2,2,life sciences,,3,m,100,2,2,healthcare representative,4,divorced,,15850,5,False,0.14,,4,1,17.0,2,4.0,1,,0,0,1986,,
1251,,,,research & development,15,3,,,2,f,59,3,1,laboratory technician,4,single,,23785,1,False,0.15,,3,0,,5,3.0,0,,0,0,2001,research & development,
1252,,,1031.0,,24,4,life sciences,,24,f,45,2,2,research scientist,2,,4505.0,15000,6,,0.15,,3,1,,3,3.0,1,,0,0,1989,,
1253,,,922.0,,3,2,life sciences,,1,f,39,3,1,laboratory technician,4,divorced,2835.0,2561,5,,0.22,,1,1,,2,3.0,1,,0,0,1987,,
1254,,rarely,528.0,sales,22,1,marketing,,4,m,,3,1,sales representative,3,single,,26820,1,True,0.19,,4,0,0.0,2,2.0,0,,0,0,2004,sales,
1255,,,,,9,4,life sciences,,3,m,94,3,1,laboratory technician,1,,,6961,2,,0.21,,4,1,7.0,2,3.0,5,,1,4,1982,,
1256,,,,,18,1,,,2,f,79,3,1,laboratory technician,2,single,,16102,1,False,0.14,,4,0,1.0,3,3.0,1,,0,0,2004,,
1257,,,1169.0,,7,4,,,2,m,34,2,2,manufacturing director,3,married,,13983,2,False,0.17,,3,0,10.0,2,3.0,1,,0,0,1972,,
1258,,,1145.0,,9,3,,,2,f,75,2,1,research scientist,2,married,,11873,4,True,0.2,,2,1,9.0,3,2.0,1,,0,0,1965,,
1259,,frequently,602.0,,1,1,,,3,f,100,1,1,sales representative,1,,,20989,0,False,0.21,,1,0,1.0,5,,0,,0,0,2004,,
1260,,rarely,303.0,,2,3,life sciences,,2,m,,2,1,laboratory technician,4,single,,9241,1,,0.22,,3,0,1.0,3,2.0,1,,1,0,2004,,
1261,,rarely,556.0,,23,2,,,2,m,50,2,2,manufacturing director,3,,,15497,3,True,0.13,,1,0,8.0,1,3.0,1,,0,1,1988,,
1262,,rarely,1261.0,,38,4,,,4,m,,3,2,manufacturing director,3,,6553.0,7259,9,,0.14,,2,0,14.0,3,3.0,1,,0,0,1985,,
1263,,,1180.0,,29,1,medical,,2,m,70,3,2,healthcare representative,1,married,6673.0,11354,7,True,0.19,,2,0,17.0,2,3.0,1,,0,0,1985,,
1264,,,896.0,sales,6,3,life sciences,,4,f,75,3,3,manager,4,single,13591.0,14674,3,True,0.18,,3,0,,3,3.0,1,,0,0,1982,sales,
1265,,rarely,142.0,,3,3,life sciences,,3,m,70,2,1,research scientist,4,married,2177.0,8456,3,,0.17,,1,1,7.0,6,3.0,1,,0,0,1964,,
1266,,rarely,854.0,,1,4,medical,,4,f,68,3,5,manager,4,divorced,19517.0,24118,3,False,0.11,,3,1,,3,2.0,7,,0,6,1973,,
1267,,rarely,1411.0,research & development,19,2,life sciences,,3,m,36,3,2,research scientist,1,divorced,,19877,2,,0.16,,1,2,17.0,2,2.0,1,,0,0,1982,research & development,
1268,,,252.0,,1,3,,,3,m,70,4,5,manager,4,,19202.0,15970,0,,0.11,,3,1,25.0,2,3.0,24,,1,7,1978,,
1269,,,504.0,,10,3,medical,,1,m,61,3,3,manufacturing director,3,,10048.0,22573,6,False,0.11,,2,2,17.0,5,3.0,1,,0,0,1986,,
1270,,,833.0,,38,3,,,3,m,96,3,1,research scientist,4,married,2723.0,23231,1,False,0.11,,2,0,1.0,0,2.0,1,,0,0,1972,,
1271,,rarely,529.0,,2,4,life sciences,,1,m,79,3,1,laboratory technician,3,single,,14935,2,,0.11,,3,0,5.0,5,1.0,0,,0,0,1995,,
1272,,rarely,1210.0,,2,3,medical,,1,m,78,2,2,sales executive,2,married,6644.0,3687,2,False,0.19,,2,2,10.0,2,,0,,0,0,1994,,
1273,,rarely,1463.0,research & development,23,3,medical,,2,m,64,2,2,healthcare representative,4,,,14408,0,False,0.21,,2,1,10.0,2,3.0,9,,7,8,1992,research & development,
1274,,rarely,322.0,,7,2,medical,,1,f,44,4,2,sales executive,1,,5605.0,19191,1,True,0.24,,3,1,8.0,3,3.0,8,,7,7,1985,,
1275,,frequently,920.0,,12,3,life sciences,,12,m,43,3,1,laboratory technician,3,,3161.0,19920,3,True,0.22,,4,1,19.0,0,1.0,1,,0,0,1979,,
1276,,,506.0,,3,3,technical degree,,3,m,30,3,2,research scientist,2,single,,26285,4,,0.12,,4,0,10.0,2,3.0,8,,7,7,1987,,
1277,,,,research & development,3,3,,,3,m,54,3,1,laboratory technician,3,single,1420.0,25233,1,False,0.13,,3,0,0.0,2,3.0,0,,0,0,2005,research & development,
1278,,,566.0,,18,4,life sciences,,3,m,81,4,1,laboratory technician,4,married,,7122,4,False,0.18,,4,2,4.0,2,3.0,1,,0,0,1987,,
1279,,,812.0,,10,3,,,4,f,69,2,1,sales representative,3,,1200.0,9724,1,False,0.12,,1,0,0.0,2,3.0,0,,0,0,2005,,
1280,,rarely,1162.0,,3,2,,,4,f,41,3,2,sales executive,3,married,5238.0,17778,4,True,0.18,,1,0,12.0,3,2.0,1,,0,0,1984,,
1281,,rarely,1001.0,research & development,15,3,,,15,f,43,3,3,healthcare representative,1,marreid,9985.0,9262,8,False,0.16,,1,1,,1,2.0,1,,0,0,1980,research & development,
1282,,frequently,1309.0,,4,1,medical,,2,m,99,3,2,sales representative,3,,,25751,3,False,0.19,,1,0,5.0,3,3.0,0,,0,0,1976,,
1283,,rarely,810.0,,23,5,,,1,f,44,3,4,research director,4,single,15992.0,15901,2,False,0.14,,2,0,16.0,2,3.0,1,,0,0,1981,,
1284,,,1062.0,,2,3,,,3,f,75,3,1,laboratory technician,2,married,2370.0,3956,1,False,0.13,,3,1,8.0,4,3.0,8,,0,7,1991,,
1285,,rarely,530.0,,29,1,medical,,1,f,91,3,3,manager,3,married,,23978,3,,0.21,,2,1,15.0,3,1.0,0,,0,0,1975,,
1286,,rarely,1332.0,research & development,2,4,,,1,m,98,2,2,healthcare representative,4,,6781.0,17078,3,,0.23,,2,0,,6,3.0,1,,0,0,1981,research & development,
1287,,no,845.0,,1,5,medical,,4,f,45,3,2,sales executive,4,,6653.0,15276,4,,0.15,,2,0,,6,3.0,1,,0,0,1987,,
1288,,rarely,350.0,,5,3,marketing,,4,f,34,3,1,sales representative,3,single,2851.0,9150,1,,0.13,,2,0,1.0,2,3.0,1,,0,0,1990,,
1289,,,1144.0,research & development,7,4,medical,,3,f,30,3,2,manufacturing director,3,married,5258.0,16044,2,,0.14,,3,0,7.0,2,4.0,1,,0,0,1977,research & development,
1290,,rarely,156.0,sales,12,3,life sciences,,3,f,90,4,1,sales representative,2,single,,25422,1,,0.15,,4,0,1.0,0,3.0,1,,0,0,2002,sales,
1291,,,202.0,,2,1,technical degree,,3,m,72,3,1,sales representative,2,,2476.0,17434,1,,0.18,,1,1,,3,3.0,1,,0,0,1993,,
1292,,frequently,464.0,,4,3,,,3,m,40,3,1,research scientist,4,single,2285.0,3427,9,True,0.23,,3,0,3.0,4,3.0,1,,0,0,1993,,
1293,,rarely,1305.0,,10,4,,,3,m,49,3,2,manufacturing director,2,single,4197.0,21123,2,,0.12,,4,0,18.0,2,2.0,1,,0,1,1986,,
1294,,rarely,555.0,,2,3,,,2,f,78,2,2,laboratory technician,3,married,3448.0,13436,6,False,0.22,,2,1,,3,3.0,1,,0,0,1983,,
1295,,rarely,1300.0,,17,2,,,3,m,79,3,2,laboratory technician,1,,4558.0,13535,1,,0.12,,4,1,10.0,2,,10,,1,8,1995,,
1296,,frequently,1490.0,,2,2,,,4,m,42,3,1,laboratory technician,4,married,1702.0,12106,1,True,0.23,,3,1,,3,3.0,1,,0,0,1985,,
1297,,,489.0,,2,2,technical degree,,1,m,,2,1,human resources,4,single,2564.0,18437,1,False,0.12,,3,0,1.0,3,4.0,1,,0,0,2004,,
1298,,rarely,210.0,,29,3,,,1,m,56,2,4,manager,4,divorced,,22102,3,False,0.12,,3,1,,3,2.0,1,,0,0,1966,,
1299,,rarely,983.0,,2,2,medical,,1,f,65,3,2,manufacturing director,4,,5070.0,7389,5,,0.13,,3,3,20.0,2,3.0,5,,0,4,1976,,
1300,,rarely,548.0,,8,4,life sciences,,3,f,42,3,2,laboratory technician,3,single,3780.0,23428,7,,0.11,,3,0,,3,3.0,1,,0,0,1969,,
1301,,frequently,534.0,,42,3,,,42,m,66,3,3,healthcare representative,3,,9824.0,22908,3,False,0.12,,1,0,12.0,2,3.0,1,,0,0,1992,,
1302,,frequently,1306.0,,5,3,marketing,,2,m,69,3,1,sales representative,2,,1878.0,8059,1,True,0.14,,4,0,,3,3.0,0,,0,0,2005,,
1303,,,1094.0,,28,3,other,,3,m,58,1,3,sales executive,1,,,11373,3,False,0.15,,3,1,20.0,2,3.0,1,,0,1,1983,,
1304,,,775.0,,29,2,,,1,m,45,3,2,sales executive,3,,,4267,5,,0.12,,1,2,8.0,5,3.0,0,,0,0,1997,,
1305,,rarely,471.0,research & development,24,3,,,3,m,66,1,1,laboratory technician,4,single,2340.0,23213,1,True,0.18,,2,0,1.0,3,1.0,1,,0,0,1997,research & development,
1306,,,1495.0,,10,3,,,3,f,76,3,2,healthcare representative,3,,,22174,3,False,0.19,,3,1,18.0,4,,1,,0,0,1985,,
1307,,,823.0,,17,2,other,,4,m,94,2,1,laboratory technician,2,married,2127.0,9100,1,False,0.21,,4,1,1.0,2,3.0,1,,0,0,1999,,
1308,,frequently,448.0,,12,4,,,2,m,74,2,1,sales representative,1,married,2033.0,14470,1,False,0.18,,3,1,1.0,2,4.0,1,,0,0,1993,,
1309,,rarely,558.0,,2,3,marketing,,4,m,75,3,2,sales executive,3,married,9602.0,3010,4,,0.11,,3,1,,3,2.0,3,,1,0,1986,,
1310,,rarely,959.0,research & development,1,3,life sciences,,4,f,83,2,1,research scientist,2,,,11757,1,False,0.13,,4,0,1.0,0,4.0,1,,0,0,2003,research & development,
1311,,,782.0,,14,4,other,,2,m,50,2,4,research director,4,divorced,16627.0,2671,4,,0.14,,3,1,21.0,3,,1,,0,0,1980,,
1312,,,362.0,,27,1,life sciences,,3,f,,3,1,research scientist,1,,,14561,3,False,0.17,,4,0,8.0,3,2.0,0,,0,0,1985,,
1313,,,1216.0,sales,8,4,marketing,,3,m,39,3,2,sales executive,3,divorced,,20431,0,,0.12,,4,0,6.0,3,3.0,5,,1,2,1990,sales,
1314,,,160.0,,3,3,,,3,f,71,3,1,research scientist,3,,2083.0,22653,1,False,0.2,,3,1,1.0,2,,1,,0,0,1993,,
1315,,,,sales,44,2,medical,,2,f,62,3,2,sales executive,3,,,3487,1,False,0.14,,1,1,,5,2.0,6,,1,2,1994,sales,
1316,,,1362.0,,10,1,medical,,4,m,32,3,1,research scientist,3,single,1009.0,26999,1,,0.11,,4,0,,5,3.0,1,,1,1,2003,,
1317,,no,727.0,,20,3,,,20,m,41,2,1,laboratory technician,3,marreid,,16900,1,False,0.18,,3,2,1.0,3,3.0,1,,0,0,1988,,
1318,,,1225.0,,10,2,life sciences,,4,m,80,4,1,research scientist,4,single,,15232,3,False,0.17,,1,0,,2,,1,,0,0,1986,,
1319,,,168.0,,1,3,,,3,f,81,3,3,manufacturing director,3,single,7861.0,15397,4,True,0.14,,4,0,10.0,4,,1,,0,0,1985,,
1320,,,1396.0,,10,3,,,3,m,,3,1,sales representative,3,single,2642.0,2755,1,False,0.11,,3,0,1.0,6,,1,,0,0,1994,,
1321,,,1225.0,,2,4,,,4,f,61,3,2,healthcare representative,1,divorced,,4761,2,False,0.11,,1,1,16.0,2,4.0,1,,0,0,1988,,
1322,,rarely,268.0,,2,5,medical,,4,m,92,3,1,research scientist,3,married,,20471,6,True,0.13,,2,1,,0,1.0,1,,0,1,1985,,
1323,,rarely,167.0,,8,5,life sciences,,2,f,32,3,2,manufacturing director,1,,5121.0,4187,3,False,0.14,,3,1,,3,,0,,0,0,1989,,
1324,,,1243.0,,6,3,life sciences,,3,m,,4,1,laboratory technician,1,,,3445,1,True,0.21,,3,2,1.0,2,3.0,0,,0,0,2000,,
1325,,,1092.0,,9,3,life sciences,,3,m,60,2,1,laboratory technician,2,divorced,2694.0,26551,1,False,0.11,,3,3,,4,3.0,1,,0,0,1999,,
1326,,rarely,805.0,,1,2,life sciences,,2,f,36,2,1,laboratory technician,1,married,,6689,1,,0.11,,4,1,1.0,1,3.0,1,,0,0,1994,,
1327,,frequently,720.0,,16,4,medical,,1,m,51,2,2,laboratory technician,3,,5094.0,11983,6,False,0.14,,4,0,10.0,6,3.0,1,,0,0,1983,,
1328,,rarely,,research & development,2,3,,,3,f,52,2,2,manufacturing director,4,single,,20234,5,,0.24,,2,0,12.0,4,2.0,0,,0,0,1993,research & development,
1329,,,252.0,,2,3,,,2,f,95,2,1,research scientist,3,,2274.0,6153,1,False,0.14,,4,0,1.0,3,3.0,1,,0,0,1978,,
1330,,,443.0,,3,3,medical,,4,m,50,3,1,research scientist,4,married,,16571,1,,0.11,,3,3,0.0,6,2.0,0,,0,0,1996,,
1331,,,342.0,,16,4,marketing,,4,m,66,2,2,sales executive,3,,,24558,4,,0.19,,4,2,9.0,2,3.0,1,,0,0,1986,,
1332,,,300.0,,1,3,life sciences,,4,m,61,3,1,laboratory technician,4,divorced,2314.0,9148,0,False,0.12,,2,1,4.0,2,3.0,3,,0,2,1991,,
1333,,rarely,868.0,,8,3,marketing,,1,m,73,3,4,sales executive,4,married,,22789,5,,0.14,,3,1,28.0,3,3.0,2,,2,2,1970,,
1334,,,1252.0,,19,2,,,19,m,32,3,3,sales executive,2,single,,4814,1,True,0.13,,4,0,,2,3.0,10,,0,9,1986,,
1335,,rarely,374.0,,25,4,,,1,m,87,3,1,laboratory technician,4,,,18016,1,,0.24,,3,0,1.0,2,1.0,1,,0,1,1991,,
1336,,frequently,781.0,,2,1,,,4,m,57,2,1,laboratory technician,4,divorced,2380.0,13384,9,,0.14,,4,1,3.0,3,2.0,1,,0,0,1965,,
1337,,rarely,177.0,,8,3,,,1,f,55,3,2,manufacturing director,2,divorced,,23814,4,False,0.21,,3,1,4.0,2,4.0,1,,0,0,1980,,
1338,,rarely,1427.0,research & development,18,1,other,,4,f,65,3,1,research scientist,4,single,,8870,1,False,0.19,,1,0,,3,2.0,1,,0,0,2002,research & development,
1339,,,546.0,,48,3,life sciences,,48,m,83,3,1,laboratory technician,2,,2008.0,6896,1,False,0.14,,2,2,1.0,3,3.0,1,,1,0,1989,,
1340,,,1272.0,,5,3,,,3,f,37,2,3,healthcare representative,2,divorced,10552.0,9255,2,,0.13,,4,1,24.0,3,3.0,6,,0,4,1965,,
1341,,,,,20,4,medical,,4,m,51,3,1,research scientist,3,married,2259.0,5543,4,,0.17,,1,2,13.0,2,2.0,0,,0,0,1975,,
1342,,no,1184.0,,1,3,life sciences,,3,f,70,2,1,laboratory technician,2,married,,3974,6,False,0.2,,3,0,5.0,3,3.0,3,,0,2,1991,,
1343,,,867.0,,19,2,marketing,,3,m,36,2,1,sales representative,2,married,2413.0,18798,1,True,0.18,,3,3,,2,3.0,1,,0,0,1998,,
1344,,,658.0,sales,10,4,marketing,,1,m,67,2,3,sales executive,2,divorced,,20652,2,False,0.12,,2,1,11.0,2,2.0,1,,0,0,1983,sales,
1345,,,419.0,,21,3,other,,4,m,37,2,1,sales representative,2,single,2121.0,9947,1,True,0.13,,2,0,1.0,3,4.0,1,,0,0,2004,,
1346,,rarely,129.0,research & development,4,3,technical degree,,1,m,84,3,1,laboratory technician,1,single,,13008,1,,0.19,,2,0,1.0,2,3.0,1,,0,0,2003,research & development,
1347,,rarely,1069.0,,1,3,,,2,f,42,2,2,healthcare representative,4,,,12291,0,,0.14,,1,0,6.0,3,3.0,5,,1,4,1990,,
1348,,rarely,289.0,,2,3,,,4,m,51,3,1,research scientist,3,single,2479.0,26227,4,False,0.24,,1,0,7.0,4,3.0,1,,0,0,1965,,
1349,,no,1479.0,,24,3,,,2,f,100,4,4,sales executive,2,single,13194.0,17071,4,,0.16,,4,0,22.0,2,2.0,1,,0,0,1983,,
1350,,rarely,906.0,,10,3,,,4,f,92,2,1,research scientist,1,single,,11479,6,True,0.2,,3,0,3.0,5,3.0,0,,0,0,1994,,
1351,,rarely,955.0,,18,2,life sciences,,4,f,83,3,2,sales executive,4,single,4163.0,8571,1,True,0.17,,3,0,9.0,0,3.0,9,,0,7,1976,,
1352,,,287.0,,5,2,,,2,m,73,3,1,research scientist,4,,,13493,1,False,0.15,,4,0,,2,3.0,0,,0,0,2005,,
1353,,,1097.0,,16,3,medical,,4,f,98,2,1,research scientist,1,,2600.0,18275,1,True,0.15,,1,0,1.0,2,3.0,1,,0,0,2003,,
1354,,,265.0,,5,2,,,4,m,90,3,5,manager,3,,18303.0,7770,6,False,0.13,,2,0,21.0,3,4.0,1,,0,0,1981,,
1355,,rarely,804.0,research & development,9,3,,,1,m,64,3,1,laboratory technician,4,married,2380.0,20165,4,False,0.18,,2,0,8.0,5,3.0,1,,0,0,1973,research & development,
1356,,rarely,1141.0,,11,2,medical,,1,f,61,1,2,healthcare representative,2,,4777.0,14382,5,False,0.15,,1,0,15.0,2,1.0,1,,0,0,1986,,
1357,,,,,3,4,life sciences,,2,m,42,3,2,sales executive,4,,,4981,8,True,0.12,,3,0,19.0,1,3.0,1,,0,0,1985,,
1358,,,660.0,,15,3,,,1,m,81,3,2,laboratory technician,3,divorced,,7858,7,,0.14,,2,1,9.0,3,2.0,1,,0,0,1987,,
1359,,rarely,1144.0,sales,10,1,medical,,4,m,74,3,1,sales representative,2,married,1052.0,23384,1,False,0.22,,2,0,,5,3.0,1,,0,0,1995,sales,
1360,,,415.0,,25,3,,,3,m,,2,3,sales executive,4,,,5268,5,False,0.13,,3,1,18.0,5,3.0,1,,0,0,1980,,
1361,,rarely,1334.0,research & development,10,3,,,3,f,36,2,1,laboratory technician,1,single,,17258,1,False,0.13,,1,0,1.0,6,2.0,1,,1,0,2002,research & development,
1362,,rarely,1323.0,,4,4,,,1,m,34,3,1,research scientist,3,married,2461.0,10332,9,,0.12,,3,3,18.0,2,4.0,10,,2,7,1972,,
1363,,,309.0,sales,10,4,,,4,f,88,2,2,sales executive,4,divorced,,24223,2,True,0.14,,3,3,8.0,5,3.0,1,,0,0,1986,sales,
1364,,,1009.0,research & development,1,3,medical,,1,m,45,2,1,laboratory technician,2,divorced,2596.0,7160,1,False,0.15,,1,2,,2,3.0,1,,0,0,1995,research & development,
1365,,,,,1,4,,,4,m,81,3,2,sales executive,3,single,4728.0,17251,3,True,0.14,,4,0,5.0,4,3.0,0,,0,0,1973,,
1366,,,697.0,,3,4,,,3,m,40,2,1,research scientist,4,,,22478,3,False,0.17,,4,3,6.0,2,3.0,0,,0,0,1989,,
1367,,rarely,130.0,,2,2,marketing,,4,m,32,3,3,sales executive,2,single,7351.0,20619,7,False,0.16,,3,0,,2,3.0,1,,0,0,1985,,
1368,,,188.0,,29,3,,,2,m,56,1,2,laboratory technician,4,,,9558,4,,0.19,,1,0,16.0,3,3.0,1,,0,0,1981,,
1369,,,247.0,,8,1,,,3,m,80,3,1,laboratory technician,3,single,,13556,1,False,0.12,,4,0,,0,3.0,0,,0,0,2005,,
1370,,,167.0,,12,4,,,2,m,46,3,1,laboratory technician,4,,4766.0,9051,3,True,0.11,,1,1,6.0,4,,1,,0,0,1982,,
1371,,rarely,982.0,research & development,1,4,medical,,4,m,58,2,1,laboratory technician,3,,2258.0,16340,6,False,0.12,,2,1,,2,3.0,8,,1,7,1988,research & development,
1372,,,862.0,sales,2,1,,,3,f,76,3,1,sales representative,1,,2827.0,14947,1,,0.12,,3,3,1.0,3,3.0,1,,0,0,1991,sales,
1373,,,1256.0,,3,4,life sciences,,3,m,48,2,1,research scientist,4,married,2853.0,4223,0,True,0.11,,2,1,1.0,5,3.0,0,,0,0,2001,,
1374,,no,111.0,,26,3,,,26,m,74,1,1,research scientist,3,single,2290.0,4279,2,False,0.13,,4,0,6.0,3,3.0,0,,0,0,1979,,
1375,,no,906.0,,5,2,life sciences,,1,m,95,2,1,research scientist,1,,2107.0,20293,6,False,0.17,,1,1,5.0,2,1.0,1,,0,0,1982,,
1376,,frequently,1184.0,,2,4,,,2,m,62,3,2,sales executive,2,,,25440,5,False,0.12,,4,3,,2,3.0,0,,0,0,1983,,
1377,,,984.0,,17,2,life sciences,,4,f,97,3,1,laboratory technician,2,,2210.0,3372,1,,0.13,,1,1,1.0,3,1.0,1,,0,0,1999,,
1378,,frequently,458.0,,26,5,medical,,1,f,60,3,3,research director,1,married,13191.0,23281,3,True,0.17,,3,0,,6,3.0,1,,0,0,1981,,
1379,,,1098.0,research & development,4,2,medical,,1,m,85,2,5,manager,3,married,,12124,2,,0.13,,3,1,23.0,2,4.0,1,,0,0,1974,research & development,
1380,,rarely,969.0,,2,2,technical degree,,4,m,76,4,1,laboratory technician,2,single,,16620,5,,0.11,,3,0,7.0,4,2.0,1,,0,0,1975,,
1381,,rarely,1329.0,research & development,7,3,,,3,m,82,3,2,healthcare representative,4,,,4204,1,,0.11,,2,2,6.0,2,3.0,6,,1,0,1994,research & development,
1382,,,715.0,research & development,1,3,life sciences,,4,m,76,2,5,research director,4,single,18265.0,8733,6,False,0.12,,3,0,,3,4.0,1,,0,0,1975,research & development,
1383,,,1320.0,,20,3,technical degree,,3,f,89,4,1,research scientist,3,,,21643,0,False,0.17,,4,0,2.0,5,2.0,1,,0,0,1989,,
