,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,employeenumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NUMCOMPANIESWORKED,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TOTALWORKINGYEARS,TrainingTimesLastYear,WORKLIFEBALANCE,YearsAtCompany,YearsSinceLastPromotion,YEARSWITHCURRMANAGER,DateBirth,RemoteWork
1196,False,rarely,1333.0,,10,4,Life Sciences,1055.0,3.0,F,87,3,1, saleS RePreSeNtatIve ,3,Married,,18410,1,True,0.19,3.0,4,1,1.0,2,3.0,1,0,0,1989,False
1197,False,rarely,1464.0,,12,4,Medical,1061.0,,M,62,3,5, REsEarcH DIReCTOR ,3,married,19237.0,12853,2,,0.11,3.0,4,1,29.0,2,2.0,8,7,7,1973,False
1198,True,,1330.0,,21,3,,1107.0,1.0,M,37,3,1, LAboRATory tEChnicIAN ,3,,2377.0,19373,1,False,0.2,,3,1,1.0,0,2.0,1,0,0,1997,False
1199,False,frequently,773.0, Research & Development ,6,3,Life Sciences,,3.0,M,39,2,1, rEseARCH ScIeNtIST ,3,Divorced,,22088,1,True,0.14,3.0,4,1,,2,3.0,3,0,2,1995,False
1200,True,,1485.0,,12,1,,,3.0,F,79,3,1, lAboratOrY TeChnICiAn ,4,Married,,22955,1,,0.11,,4,0,,4,2.0,1,0,0,1995,
1201,False,,902.0,,29,2,Medical,1180.0,,F,92,2,2, reSearCh SCIeNtisT ,4,married,4422.0,21203,3,True,0.13,3.0,4,1,16.0,3,1.0,1,0,0,1983,True
1202,False,rarely,645.0,,47,2,,1193.0,3.0,M,54,3,1, reseaRCh sCiEnTISt ,1,Single,2552.0,7172,1,False,0.25,,3,0,1.0,4,3.0,1,0,0,2004,False
1203,False,rarely,654.0,,21,3,Marketing,1226.0,3.0,M,43,4,1, saLeS RePRESEntatIvE ,4,Single,2678.0,5050,1,,0.17,3.0,4,0,2.0,2,3.0,2,2,2,2003,True
1204,False,,107.0,,10,3,,,2.0,F,84,2,2, sALeS EXEcutive ,2,Divorced,,11591,7,False,0.12,3.0,2,1,7.0,2,4.0,5,1,3,1983,False
1205,True,,504.0,,10,3,,,1.0,F,96,2,1, RESEArCH SciENtIST ,2,,,6148,1,,0.25,4.0,2,0,,2,4.0,1,0,0,2004,
1206,False,,326.0,,3,3,,1254.0,3.0,F,48,2,2, SaleS EXeCutiVe ,4,Single,5171.0,16490,5,False,0.17,3.0,4,0,13.0,2,3.0,6,0,5,1964,False
1207,False,rarely,634.0, Research & Development ,17,4,Medical,1321.0,2.0,F,95,3,3, ManAGEr ,1,,11916.0,25927,1,True,0.23,4.0,4,2,,2,3.0,9,0,8,1993,False
1208,False,rarely,1448.0,,29,3,,1465.0,2.0,M,55,3,3, mANUFACtuRIng DIRECtor ,4,Married,9380.0,14720,4,True,0.18,,4,2,,4,4.0,3,1,2,1978,
1209,False,rarely,896.0,,2,3,,,3.0,M,68,3,1, REsEArch ScieNtISt ,3,,,8045,2,False,0.14,3.0,3,1,,3,4.0,3,1,2,1983,False
1210,False,,1358.0,,42,1,Life Sciences,1479.0,4.0,M,96,3,2, sALEs EXEcUtiVE ,3,,,2939,8,,0.15,,3,2,4.0,2,2.0,2,2,2,1993,False
1211,False,,, Research & Development ,24,2,Technical Degree,1551.0,3.0,M,57,2,1, LaBoratory TECHnICIAn ,1,,,10036,0,,0.14,,2,3,,3,3.0,1,0,0,1999,False
1212,False,,824.0,,5,2,Life Sciences,1555.0,4.0,F,67,2,2, reSEaRCh SCIEnTiSt ,2,Married,5878.0,15624,3,False,0.12,3.0,1,1,12.0,2,3.0,7,2,5,1991,
1213,True,rarely,329.0,,24,3,Medical,1604.0,3.0,M,51,3,1, lAbOrAtOrY tEChNiCiAN ,2,Married,,7324,1,,0.17,3.0,3,3,,3,3.0,1,0,0,1995,False
1214,False,,1313.0, Sales ,11,4,,1757.0,4.0,F,,3,2, saLES exEcutivE ,4,Single,,8191,3,,0.12,3.0,3,0,8.0,1,4.0,5,0,4,1974,
1215,False,frequently,594.0, Research & Development ,2,2,Medical,1760.0,3.0,F,75,2,1, LABorATory TecHnIcIaN ,2,Married,2468.0,15963,4,,0.14,3.0,2,1,9.0,4,2.0,6,0,5,1985,False
1216,False,rarely,734.0,,2,4,,1789.0,3.0,M,46,3,5, REseARcH DiRectOr ,4,,,14218,7,,0.17,3.0,3,1,24.0,3,3.0,2,2,2,1977,True
1217,True,frequently,234.0,,9,4,Life Sciences,1807.0,4.0,M,93,3,2, LaBorATORy TeChNiCiAN ,1,,,6208,4,,0.17,3.0,3,1,,3,2.0,7,0,7,1989,False
1218,False,,766.0,,20,3,Life Sciences,1812.0,3.0,M,83,3,2, sALeS ExEcUTiVe ,4,,4127.0,19188,2,,0.18,3.0,4,1,7.0,6,3.0,2,2,2,1984,False
1219,True,rarely,920.0, Human Resources ,20,2,,1818.0,4.0,F,69,3,1, HumAN REsourceS ,2,Married,2148.0,6889,0,True,0.11,3.0,3,0,6.0,3,3.0,5,1,4,1997,True
1220,False,rarely,431.0,,7,4,Medical,1830.0,4.0,F,68,3,2, rESearcH sCientist ,4,Married,,15696,4,False,0.15,3.0,2,1,14.0,2,2.0,7,1,7,1969,False
1221,False,frequently,1213.0,,2,1,,1890.0,2.0,M,94,2,2, hUMaN rESouRces ,4,,3886.0,4223,1,False,0.21,4.0,4,0,10.0,2,2.0,10,0,8,1987,
1222,True,frequently,238.0, Research & Development ,5,2,,1939.0,1.0,F,47,4,1, reseaRCh SCIentIst ,3,,,15318,3,True,0.14,3.0,1,0,8.0,2,3.0,4,0,3,1991,False
1223,False,,1146.0,,15,4,,,3.0,F,,3,2, HeaLTHcare RePrESENtATIVe ,4,,6667.0,16542,5,False,0.18,3.0,2,1,9.0,6,3.0,5,1,2,1991,True
1224,True,,1404.0, Research & Development ,17,3,,,3.0,M,32,2,1, LaBOrAToRy teChNiciAn ,4,,,18779,5,False,0.12,3.0,1,1,,2,2.0,4,0,3,1995,True
1225,False,,1313.0,,1,2,Medical,1994.0,2.0,M,59,2,1, labOrATORy tEChNiCiaN ,3,Divorced,,20439,1,,0.12,3.0,3,3,,2,2.0,1,0,0,1990,False
1226,True,rarely,1373.0,,2,2,,4.0,4.0,M,92,2,1, lAbOratOry teChnIcIan ,3,Single,2090.0,2396,6,True,0.15,3.0,2,0,7.0,3,3.0,0,0,0,1986,
1227,False,rarely,1324.0,,3,3,Medical,10.0,3.0,F,81,4,1, lAboRAtoRY TeCHNiCIAN ,1,,,9964,4,,0.2,,1,3,12.0,3,2.0,1,0,0,1964,
1228,False,rarely,1358.0,,24,1,Life Sciences,,4.0,M,67,3,1, LaboRAtory tECHnicIAn ,3,Divorced,,13335,1,,0.22,4.0,2,1,1.0,2,3.0,1,0,0,1993,
1229,False,,1123.0,,16,2,,,4.0,M,96,4,1, LAboraTORy TeCHNicIan ,4,,,7324,1,True,0.13,3.0,2,2,,2,2.0,1,0,0,2001,False
1230,False,rarely,391.0,,15,2,,30.0,3.0,M,96,3,1, rEsEarCH SCieNTist ,4,Single,,19281,1,False,0.14,3.0,4,0,0.0,6,3.0,0,0,0,2002,True
1231,False,rarely,125.0,,9,2,Medical,41.0,4.0,M,83,2,1, lABorATORY tEChNIcIAn ,3,,,16117,1,,0.13,3.0,1,0,10.0,5,3.0,10,1,8,1993,False
1232,True,rarely,895.0,,18,3,Technical Degree,42.0,,M,56,3,2, SaLes REprESENTAtIVE ,4,married,2086.0,3335,3,False,0.14,3.0,3,1,19.0,6,4.0,1,0,0,1984,
1233,True,rarely,813.0,,1,3,,,2.0,M,61,3,1, ReSEaRCH scientiSt ,4,,,3020,2,True,0.16,3.0,1,1,6.0,2,,2,2,0,1999,False
1234,False,,, Research & Development ,4,2,Other,53.0,3.0,M,75,3,1, LaborAtorY Technician ,4,Divorced,1951.0,10910,1,,0.12,3.0,3,1,1.0,3,3.0,1,0,0,1988,True
1235,False,,1240.0,,2,4,Life Sciences,54.0,4.0,F,33,3,1, LABoRatoRY TeChnICiAN ,1,Divorced,,19715,1,,0.13,3.0,4,1,,6,3.0,1,0,0,1996,False
1236,True,,1357.0,,25,3,Life Sciences,55.0,1.0,M,48,1,1, lAbORatOrY teCHNIciaN ,3,Single,,10558,1,,0.12,3.0,3,0,1.0,2,2.0,1,0,1,1997,False
1237,False,,, Research & Development ,24,2,Life Sciences,,2.0,M,73,3,1, rEseaRCH sCIeNtiSt ,2,Married,3022.0,10227,4,False,0.21,4.0,1,0,8.0,1,3.0,1,0,0,1986,False
1238,False,,1229.0,,46,1,,,,M,36,4,1, LABORatoRy tECHNICIaN ,4,,,4892,1,False,0.19,,4,0,1.0,2,3.0,1,0,1,1988,
1239,True,,626.0,,1,2,,64.0,1.0,M,98,2,3, laBORAToRy TechNicIaN ,3,,,19294,9,,0.13,3.0,4,0,,2,3.0,1,0,0,1975,False
1240,False,no,1097.0,,11,2,Medical,70.0,3.0,M,79,2,3, healThcaRE REPReSEntAtIVe ,1,Married,,8302,2,True,0.13,3.0,3,1,10.0,3,3.0,4,2,3,1988,
1241,False,rarely,836.0,,8,3,,84.0,4.0,F,,3,4, MaNaGer ,3,Divorced,,19730,2,True,0.14,3.0,3,3,21.0,2,3.0,5,0,2,1968,True
1242,False,,1339.0,,7,3,Life Sciences,,2.0,M,59,3,3, resEaRCH sCienTISt ,1,,9724.0,18787,2,False,0.17,3.0,3,1,,2,3.0,1,0,0,1978,True
1243,True,,318.0,,9,3,Medical,,4.0,M,,2,1, ReSEARch SciEntiST ,3,,3388.0,21777,0,,0.17,3.0,1,1,,0,2.0,1,0,0,1987,
1244,False,rarely,132.0, Research & Development ,6,3,Life Sciences,97.0,2.0,F,55,4,1, LABOrATOrY TEchnIcIAn ,4,,3038.0,22002,3,False,0.12,3.0,2,0,,3,3.0,1,0,0,1987,True
1245,False,rarely,193.0, Research & Development ,6,4,Other,,4.0,M,52,3,3, ReSeARCh DireCtOr ,1,,,15067,4,True,0.14,3.0,2,0,,3,4.0,0,0,0,1978,False
1246,False,,111.0,,1,2,,106.0,1.0,M,70,3,3, sALES ExecUtIve ,4,Married,,18092,3,,0.14,3.0,4,1,,4,3.0,1,1,0,1968,True
1247,False,,541.0,,2,1,Technical Degree,113.0,3.0,M,62,3,1, salEs REPREsENtaTIve ,1,Divorced,2322.0,9518,3,False,0.13,3.0,3,1,,3,3.0,0,0,0,2000,False
1248,False,rarely,827.0,,1,1,Life Sciences,,4.0,M,71,3,1, rESEARCh ScIENtIst ,1,Single,,15178,1,False,0.13,3.0,4,0,,2,3.0,1,0,0,1991,True
1249,True,,871.0, Research & Development ,6,3,Life Sciences,137.0,4.0,F,66,2,1, LaBORatORy tEchNiCian ,4,Single,2926.0,19783,1,True,0.18,,2,0,,5,3.0,1,1,0,2003,False
1250,False,,1040.0,,2,2,Life Sciences,139.0,3.0,M,100,2,2, HeALTHCARE REPreSEnTAtIVE ,4,Divorced,,15850,5,False,0.14,3.0,4,1,17.0,2,4.0,1,0,0,1986,False
1251,False,,, Research & Development ,15,3,,144.0,2.0,F,59,3,1, laBorATOrY TeChNIcIAn ,4,Single,,23785,1,False,0.15,3.0,3,0,,5,3.0,0,0,0,2001,False
1252,False,,1031.0,,24,4,Life Sciences,,,F,45,2,2, reSeARCh scientIST ,2,,4505.0,15000,6,,0.15,3.0,3,1,,3,3.0,1,0,0,1989,
1253,False,,922.0,,3,2,Life Sciences,155.0,1.0,F,39,3,1, LAbOrAtorY tEcHNIciaN ,4,Divorced,2835.0,2561,5,,0.22,4.0,1,1,,2,3.0,1,0,0,1987,False
1254,True,rarely,528.0, Sales ,22,1,Marketing,167.0,4.0,M,,3,1, sALEs RePREsentaTive ,3,Single,,26820,1,True,0.19,3.0,4,0,0.0,2,2.0,0,0,0,2004,True
1255,False,,,,9,4,Life Sciences,200.0,3.0,M,94,3,1, LAboraTOry TeCHniCIan ,1,,,6961,2,,0.21,4.0,4,1,7.0,2,3.0,5,1,4,1982,
1256,False,,,,18,1,,201.0,2.0,F,79,3,1, lAbORatory tECHnICiAn ,2,Single,,16102,1,False,0.14,,4,0,1.0,3,3.0,1,0,0,2004,False
1257,False,,1169.0,,7,4,,211.0,2.0,M,34,2,2, ManufAcTUriNG diRECTOR ,3,Married,,13983,2,False,0.17,3.0,3,0,10.0,2,3.0,1,0,0,1972,True
1258,False,,1145.0,,9,3,,214.0,2.0,F,75,2,1, rEsearCH SCIeNtIst ,2,Married,,11873,4,True,0.2,4.0,2,1,9.0,3,2.0,1,0,0,1965,False
1259,True,frequently,602.0,,1,1,,,3.0,F,100,1,1, SALES RepRESENTatIvE ,1,,,20989,0,False,0.21,4.0,1,0,1.0,5,,0,0,0,2004,True
1260,True,rarely,303.0,,2,3,Life Sciences,243.0,2.0,M,,2,1, LABOrAtorY tecHniCiaN ,4,Single,,9241,1,,0.22,4.0,3,0,1.0,3,2.0,1,1,0,2004,True
1261,True,rarely,556.0,,23,2,,,2.0,M,50,2,2, MAnufACTuRiNG DIReCTOR ,3,,,15497,3,True,0.13,3.0,1,0,8.0,1,3.0,1,0,1,1988,
1262,False,rarely,1261.0,,38,4,,271.0,4.0,M,,3,2, ManUfactuRIng diREcTOR ,3,,6553.0,7259,9,,0.14,3.0,2,0,14.0,3,3.0,1,0,0,1985,False
1263,True,,1180.0,,29,1,Medical,282.0,2.0,M,70,3,2, heAlTHcARe rEpResENtatiVE ,1,Married,6673.0,11354,7,True,0.19,,2,0,17.0,2,3.0,1,0,0,1985,False
1264,False,,896.0, Sales ,6,3,Life Sciences,,4.0,F,75,3,3, mAnageR ,4,Single,13591.0,14674,3,True,0.18,3.0,3,0,,3,3.0,1,0,0,1982,False
1265,False,rarely,142.0,,3,3,Life Sciences,309.0,3.0,M,70,2,1, ResEaRCh sciENtIST ,4,Married,2177.0,8456,3,,0.17,3.0,1,1,7.0,6,3.0,1,0,0,1964,True
1266,False,rarely,854.0,,1,4,Medical,323.0,4.0,F,68,3,5, MANagER ,4,Divorced,19517.0,24118,3,False,0.11,3.0,3,1,,3,2.0,7,0,6,1973,False
1267,False,rarely,1411.0, Research & Development ,19,2,Life Sciences,334.0,3.0,M,36,3,2, rESEArcH SCiEntIst ,1,Divorced,,19877,2,,0.16,3.0,1,2,17.0,2,2.0,1,0,0,1982,True
1268,False,,252.0,,1,3,,,3.0,M,70,4,5, manAGer ,4,,19202.0,15970,0,,0.11,3.0,3,1,25.0,2,3.0,24,1,7,1978,False
1269,True,,504.0,,10,3,Medical,342.0,1.0,M,61,3,3, ManufActuriNG DireCtor ,3,,10048.0,22573,6,False,0.11,,2,2,17.0,5,3.0,1,0,0,1986,True
1270,False,,833.0,,38,3,,,3.0,M,96,3,1, rESEARCH SCIENtIsT ,4,Married,2723.0,23231,1,False,0.11,3.0,2,0,1.0,0,2.0,1,0,0,1972,
1271,True,rarely,529.0,,2,4,Life Sciences,364.0,1.0,M,79,3,1, LABoraToRY TEcHNiciAN ,3,Single,,14935,2,,0.11,3.0,3,0,5.0,5,1.0,0,0,0,1995,False
1272,False,rarely,1210.0,,2,3,Medical,,1.0,M,78,2,2, SaleS exeCUtiVE ,2,Married,6644.0,3687,2,False,0.19,3.0,2,2,10.0,2,,0,0,0,1994,
1273,False,rarely,1463.0, Research & Development ,23,3,Medical,367.0,2.0,M,64,2,2, heAlThcaRe REprESeNTATive ,4,,,14408,0,False,0.21,,2,1,10.0,2,3.0,9,7,8,1992,
1274,False,rarely,322.0,,7,2,Medical,,1.0,F,44,4,2, SALes EXEcutIvE ,1,,5605.0,19191,1,True,0.24,4.0,3,1,8.0,3,3.0,8,7,7,1985,False
1275,True,frequently,920.0,,12,3,Life Sciences,392.0,,M,43,3,1, LABoraToRY TEChnicIan ,3,,3161.0,19920,3,True,0.22,4.0,4,1,19.0,0,1.0,1,0,0,1979,True
1276,False,,506.0,,3,3,Technical Degree,397.0,3.0,M,30,3,2, resEArch ScientiST ,2,Single,,26285,4,,0.12,3.0,4,0,10.0,2,3.0,8,7,7,1987,True
1277,True,,, Research & Development ,3,3,,,3.0,M,54,3,1, LABoratOry TeCHnIcIan ,3,Single,1420.0,25233,1,False,0.13,3.0,3,0,0.0,2,3.0,0,0,0,2005,True
1278,False,,566.0,,18,4,Life Sciences,407.0,3.0,M,81,4,1, lAborAtoRY TEchNIciAn ,4,Married,,7122,4,False,0.18,3.0,4,2,4.0,2,3.0,1,0,0,1987,
1279,False,,812.0,,10,3,,,4.0,F,69,2,1, sALes rEPrESenTativE ,3,,1200.0,9724,1,False,0.12,3.0,1,0,0.0,2,3.0,0,0,0,2005,False
1280,True,rarely,1162.0,,3,2,,445.0,4.0,F,41,3,2, Sales exECutivE ,3,Married,5238.0,17778,4,True,0.18,3.0,1,0,12.0,3,2.0,1,0,0,1984,
1281,False,rarely,1001.0, Research & Development ,15,3,,,,F,43,3,3, hEAlthCarE rEpresenTATiVe ,1,married,9985.0,9262,8,False,0.16,3.0,1,1,,1,2.0,1,0,0,1980,
1282,False,frequently,1309.0,,4,1,Medical,,2.0,M,99,3,2, sales rEpResENtAtIVe ,3,,,25751,3,False,0.19,3.0,1,0,5.0,3,3.0,0,0,0,1976,False
1283,False,rarely,810.0,,23,5,,468.0,1.0,F,44,3,4, rEsEARcH DiRecTOR ,4,Single,15992.0,15901,2,False,0.14,3.0,2,0,16.0,2,3.0,1,0,0,1981,False
1284,False,,1062.0,,2,3,,471.0,3.0,F,75,3,1, lAboRaTORY TECHNIcIAN ,2,Married,2370.0,3956,1,False,0.13,,3,1,8.0,4,3.0,8,0,7,1991,
1285,False,rarely,530.0,,29,1,Medical,473.0,1.0,F,91,3,3, mAnAGer ,3,Married,,23978,3,,0.21,4.0,2,1,15.0,3,1.0,0,0,0,1975,True
1286,False,rarely,1332.0, Research & Development ,2,4,,477.0,1.0,M,98,2,2, HealTHcaRE rEPreSEntATive ,4,,6781.0,17078,3,,0.23,4.0,2,0,,6,3.0,1,0,0,1981,False
1287,False,no,845.0,,1,5,Medical,479.0,4.0,F,45,3,2, sALES ExecuTIve ,4,,6653.0,15276,4,,0.15,,2,0,,6,3.0,1,0,0,1987,True
1288,True,rarely,350.0,,5,3,Marketing,485.0,4.0,F,34,3,1, SaLes rEpreSeNTATive ,3,Single,2851.0,9150,1,,0.13,,2,0,1.0,2,3.0,1,0,0,1990,False
1289,False,,1144.0, Research & Development ,7,4,Medical,487.0,3.0,F,30,3,2, MaNUfActuRInG diREctOr ,3,Married,5258.0,16044,2,,0.14,3.0,3,0,7.0,2,4.0,1,0,0,1977,
1290,True,rarely,156.0, Sales ,12,3,Life Sciences,494.0,3.0,F,90,4,1, saLes REPrEsentAtiVE ,2,Single,,25422,1,,0.15,3.0,4,0,1.0,0,3.0,1,0,0,2002,False
1291,False,,202.0,,2,1,Technical Degree,508.0,3.0,M,72,3,1, sAlES rEpResENTaTivE ,2,,2476.0,17434,1,,0.18,3.0,1,1,,3,3.0,1,0,0,1993,True
1292,True,frequently,464.0,,4,3,,514.0,3.0,M,40,3,1, rEsearCh sciEnTISt ,4,Single,2285.0,3427,9,True,0.23,4.0,3,0,3.0,4,3.0,1,0,0,1993,False
1293,False,rarely,1305.0,,10,4,,518.0,3.0,M,49,3,2, maNuFACtURINg DirEcToR ,2,Single,4197.0,21123,2,,0.12,3.0,4,0,18.0,2,2.0,1,0,1,1986,
1294,False,rarely,555.0,,2,3,,,2.0,F,78,2,2, LAboraTORY TEchNIciAN ,3,Married,3448.0,13436,6,False,0.22,4.0,2,1,,3,3.0,1,0,0,1983,True
1295,False,rarely,1300.0,,17,2,,,3.0,M,79,3,2, lABORatorY TECHNIciAN ,1,,4558.0,13535,1,,0.12,3.0,4,1,10.0,2,,10,1,8,1995,False
1296,False,frequently,1490.0,,2,2,,556.0,4.0,M,42,3,1, lABoRatory teCHniciAN ,4,Married,1702.0,12106,1,True,0.23,4.0,3,1,,3,3.0,1,0,0,1985,False
1297,True,,489.0,,2,2,Technical Degree,566.0,1.0,M,,2,1, humAN ResoUrceS ,4,Single,2564.0,18437,1,False,0.12,3.0,3,0,1.0,3,4.0,1,0,0,2004,
1298,False,rarely,210.0,,29,3,,568.0,1.0,M,56,2,4, MaNagER ,4,divorced,,22102,3,False,0.12,3.0,3,1,,3,2.0,1,0,0,1966,True
1299,False,rarely,983.0,,2,2,Medical,,1.0,F,65,3,2, MAnufactURInG DiREctoR ,4,,5070.0,7389,5,,0.13,,3,3,20.0,2,3.0,5,0,4,1976,
1300,False,rarely,548.0,,8,4,Life Sciences,,3.0,F,42,3,2, lAbORATorY TEchniciAN ,3,Single,3780.0,23428,7,,0.11,3.0,3,0,,3,3.0,1,0,0,1969,False
1301,True,frequently,534.0,,42,3,,,,M,66,3,3, HEaLTHCARe REPresEnTaTiVE ,3,,9824.0,22908,3,False,0.12,3.0,1,0,12.0,2,3.0,1,0,0,1992,True
1302,True,frequently,1306.0,,5,3,Marketing,614.0,2.0,M,69,3,1, saLeS REprESENTaTIvE ,2,,1878.0,8059,1,True,0.14,3.0,4,0,,3,3.0,0,0,0,2005,False
1303,False,,1094.0,,28,3,Other,615.0,3.0,M,58,1,3, sALeS ExecuTiVE ,1,,,11373,3,False,0.15,3.0,3,1,20.0,2,3.0,1,0,1,1983,
1304,False,,775.0,,29,2,,,1.0,M,45,3,2, saLeS eXecUTIVE ,3,,,4267,5,,0.12,3.0,1,2,8.0,5,3.0,0,0,0,1997,
1305,True,rarely,471.0, Research & Development ,24,3,,622.0,3.0,M,66,1,1, LABorAtORy TEchnIciAn ,4,Single,2340.0,23213,1,True,0.18,3.0,2,0,1.0,3,1.0,1,0,0,1997,True
1306,False,,1495.0,,10,3,,,3.0,F,76,3,2, HEALthCaRe reprEsEnTaTivE ,3,,,22174,3,False,0.19,3.0,3,1,18.0,4,,1,0,0,1985,
1307,False,,823.0,,17,2,Other,643.0,4.0,M,94,2,1, lAbOrAtORy tECHNICIAN ,2,Married,2127.0,9100,1,False,0.21,4.0,4,1,1.0,2,3.0,1,0,0,1999,True
1308,True,frequently,448.0,,12,4,,648.0,2.0,M,74,2,1, sALeS RePREsEntaTIVe ,1,Married,2033.0,14470,1,False,0.18,3.0,3,1,1.0,2,4.0,1,0,0,1993,
1309,False,rarely,558.0,,2,3,Marketing,656.0,4.0,M,75,3,2, salEs eXeCuTIve ,3,Married,9602.0,3010,4,,0.11,3.0,3,1,,3,2.0,3,1,0,1986,False
1310,False,rarely,959.0, Research & Development ,1,3,Life Sciences,657.0,4.0,F,83,2,1, rEsEARcH ScieNTisT ,2,,,11757,1,False,0.13,,4,0,1.0,0,4.0,1,0,0,2003,True
1311,False,,782.0,,14,4,Other,661.0,2.0,M,50,2,4, REseArcH DireCtOR ,4,Divorced,16627.0,2671,4,,0.14,3.0,3,1,21.0,3,,1,0,0,1980,False
1312,False,,362.0,,27,1,Life Sciences,662.0,3.0,F,,3,1, ReseaRcH SCieNTIST ,1,,,14561,3,False,0.17,3.0,4,0,8.0,3,2.0,0,0,0,1985,True
1313,False,,1216.0, Sales ,8,4,Marketing,,3.0,M,39,3,2, SalEs eXecuTive ,3,Divorced,,20431,0,,0.12,3.0,4,0,6.0,3,3.0,5,1,2,1990,False
1314,False,,160.0,,3,3,,,3.0,F,71,3,1, reSeARCH SCIenTiST ,3,,2083.0,22653,1,False,0.2,4.0,3,1,1.0,2,,1,0,0,1993,False
1315,False,,, Sales ,44,2,Medical,690.0,2.0,F,62,3,2, SaLeS EXEcUTiVe ,3,,,3487,1,False,0.14,3.0,1,1,,5,2.0,6,1,2,1994,False
1316,True,,1362.0,,10,1,Medical,701.0,4.0,M,32,3,1, rEseaRch sCIenTiST ,3,Single,1009.0,26999,1,,0.11,3.0,4,0,,5,3.0,1,1,1,2003,True
1317,False,no,727.0,,20,3,,704.0,,M,41,2,1, LAboRATOry TeCHnician ,3,married,,16900,1,False,0.18,3.0,3,2,1.0,3,3.0,1,0,0,1988,False
1318,False,,1225.0,,10,2,Life Sciences,715.0,4.0,M,80,4,1, rESeArCh sciENTiSt ,4,Single,,15232,3,False,0.17,3.0,1,0,,2,,1,0,0,1986,True
1319,False,,168.0,,1,3,,743.0,3.0,F,81,3,3, mAnuFacTUrinG dIrECtOR ,3,Single,7861.0,15397,4,True,0.14,,4,0,10.0,4,,1,0,0,1985,True
1320,False,,1396.0,,10,3,,749.0,3.0,M,,3,1, sAles RePreseNtativE ,3,Single,2642.0,2755,1,False,0.11,3.0,3,0,1.0,6,,1,0,0,1994,False
1321,False,,1225.0,,2,4,,,4.0,F,61,3,2, HEaLthcAre reprESentATiVE ,1,Divorced,,4761,2,False,0.11,3.0,1,1,16.0,2,4.0,1,0,0,1988,
1322,False,rarely,268.0,,2,5,Medical,773.0,4.0,M,92,3,1, ResEarCh ScIenTisT ,3,Married,,20471,6,True,0.13,3.0,2,1,,0,1.0,1,0,1,1985,True
1323,False,rarely,167.0,,8,5,Life Sciences,775.0,2.0,F,32,3,2, manUfACtuRIng DiRECtOR ,1,,5121.0,4187,3,False,0.14,3.0,3,1,,3,,0,0,0,1989,True
1324,True,,1243.0,,6,3,Life Sciences,811.0,3.0,M,,4,1, LaborAtorY TecHNICIAn ,1,,,3445,1,True,0.21,4.0,3,2,1.0,2,3.0,0,0,0,2000,False
1325,False,,1092.0,,9,3,Life Sciences,812.0,3.0,M,60,2,1, labORAToRy TeCHNicIAN ,2,Divorced,2694.0,26551,1,False,0.11,3.0,3,3,,4,3.0,1,0,0,1999,False
1326,True,rarely,805.0,,1,2,Life Sciences,816.0,2.0,F,36,2,1, LabOrATORy TEchniciAn ,1,Married,,6689,1,,0.11,3.0,4,1,1.0,1,3.0,1,0,0,1994,True
1327,False,frequently,720.0,,16,4,Medical,832.0,1.0,M,51,2,2, lABoratORy tEChnIciaN ,3,,5094.0,11983,6,False,0.14,3.0,4,0,10.0,6,3.0,1,0,0,1983,True
1328,False,rarely,, Research & Development ,2,3,,833.0,3.0,F,52,2,2, MaNufacTuRINg DirEcTor ,4,Single,,20234,5,,0.24,4.0,2,0,12.0,4,2.0,0,0,0,1993,True
1329,False,,252.0,,2,3,,834.0,2.0,F,95,2,1, rEseaRCH scIeNTIsT ,3,,2274.0,6153,1,False,0.14,3.0,4,0,1.0,3,3.0,1,0,0,1978,
1330,False,,443.0,,3,3,Medical,,4.0,M,50,3,1, reSeARCH ScIENtISt ,4,Married,,16571,1,,0.11,3.0,3,3,0.0,6,2.0,0,0,0,1996,
1331,False,,342.0,,16,4,Marketing,,4.0,M,66,2,2, SAlEs eXEcUTiVE ,3,,,24558,4,,0.19,,4,2,9.0,2,3.0,1,0,0,1986,
1332,False,,300.0,,1,3,Life Sciences,,4.0,M,61,3,1, lABoraToRy techNICIAn ,4,Divorced,2314.0,9148,0,False,0.12,,2,1,4.0,2,3.0,3,0,2,1991,True
1333,False,rarely,868.0,,8,3,Marketing,897.0,1.0,M,73,3,4, SALes eXECuTive ,4,Married,,22789,5,,0.14,3.0,3,1,28.0,3,3.0,2,2,2,1970,True
1334,False,,1252.0,,19,2,,904.0,,M,32,3,3, saLEs EXEcUtIVE ,2,Single,,4814,1,True,0.13,3.0,4,0,,2,3.0,10,0,9,1986,False
1335,True,rarely,374.0,,25,4,,911.0,1.0,M,87,3,1, lAbORAtoRy TEChNiCIAN ,4,,,18016,1,,0.24,4.0,3,0,1.0,2,1.0,1,0,1,1991,True
1336,True,frequently,781.0,,2,1,,918.0,4.0,M,57,2,1, lABorAToRy teCHNIcIaN ,4,divorced,2380.0,13384,9,,0.14,3.0,4,1,3.0,3,2.0,1,0,0,1965,
