,Unnamed: 0,employee_number,department,job_role,job_level,job_involvement,years_at_company,years_since_last_promotion,years_with_current_manager,training_times_last_year,remote_work,performance_rating,attrition,marital_status,distance_from_home,education,education_field,total_working_years,num_companies_worked
892,1212,1555,,research scientist,2,2,7,2,5,2,,3.0,False,married,5,2,life sciences,12.0,3
893,1213,1604,,laboratory technician,1,3,1,0,0,3,False,3.0,True,married,24,3,medical,,1
894,1214,1757,sales,sales executive,2,3,5,0,4,1,,3.0,False,single,11,4,,8.0,3
895,1215,1760,research & development,laboratory technician,1,2,6,0,5,4,False,3.0,False,married,2,2,medical,9.0,4
896,1216,1789,,research director,5,3,2,2,2,3,True,3.0,False,,2,4,,24.0,7
897,1217,1807,,laboratory technician,2,3,7,0,7,3,False,3.0,True,,9,4,life sciences,,4
898,1218,1812,,sales executive,2,3,2,2,2,6,False,3.0,False,,20,3,life sciences,7.0,2
899,1219,1818,human resources,human resources,1,3,5,1,4,3,True,3.0,True,married,20,2,,6.0,0
900,1220,1830,,research scientist,2,3,7,1,7,2,False,3.0,False,married,7,4,medical,14.0,4
901,1221,1890,,human resources,2,2,10,0,8,2,,4.0,False,,2,1,,10.0,1
902,1222,1939,research & development,research scientist,1,4,4,0,3,2,False,3.0,True,,5,2,,8.0,3
903,1225,1994,,laboratory technician,1,2,1,0,0,2,False,3.0,False,divorced,1,2,medical,,1
904,1226,4,,laboratory technician,1,2,0,0,0,3,,3.0,True,single,2,2,,7.0,6
905,1227,10,,laboratory technician,1,4,1,0,0,3,,,False,,3,3,medical,12.0,4
906,1230,30,,research scientist,1,3,0,0,0,6,True,3.0,False,single,15,2,,0.0,1
907,1231,41,,laboratory technician,1,2,10,1,8,5,False,3.0,False,,9,2,medical,10.0,1
908,1232,42,,sales representative,2,3,1,0,0,6,,3.0,True,married,18,3,technical degree,19.0,3
909,1234,53,research & development,laboratory technician,1,3,1,0,0,3,True,3.0,False,divorced,4,2,other,1.0,1
910,1235,54,,laboratory technician,1,3,1,0,0,6,False,3.0,False,divorced,2,4,life sciences,,1
911,1236,55,,laboratory technician,1,1,1,0,1,2,False,3.0,True,single,25,3,life sciences,1.0,1
912,1239,64,,laboratory technician,3,2,1,0,0,2,False,3.0,True,,1,2,,,9
913,1240,70,,healthcare representative,3,2,4,2,3,3,,3.0,False,married,11,2,medical,10.0,2
914,1241,84,,manager,4,3,5,0,2,2,True,3.0,False,divorced,8,3,,21.0,2
915,1244,97,research & development,laboratory technician,1,4,1,0,0,3,True,3.0,False,,6,3,life sciences,,3
916,1246,106,,sales executive,3,3,1,1,0,4,True,3.0,False,married,1,2,,,3
917,1247,113,,sales representative,1,3,0,0,0,3,False,3.0,False,divorced,2,1,technical degree,,3
918,1249,137,research & development,laboratory technician,1,2,1,1,0,5,False,,True,single,6,3,life sciences,,1
919,1250,139,,healthcare representative,2,2,1,0,0,2,False,3.0,False,divorced,2,2,life sciences,17.0,5
920,1251,144,research & development,laboratory technician,1,3,0,0,0,5,False,3.0,False,single,15,3,,,1
921,1253,155,,laboratory technician,1,3,1,0,0,2,False,4.0,False,divorced,3,2,life sciences,,5
922,1254,167,sales,sales representative,1,3,0,0,0,2,True,3.0,True,single,22,1,marketing,0.0,1
923,1255,200,,laboratory technician,1,3,5,1,4,2,,4.0,False,,9,4,life sciences,7.0,2
924,1256,201,,laboratory technician,1,3,1,0,0,3,False,,False,single,18,1,,1.0,1
925,1257,211,,manufacturing director,2,2,1,0,0,2,True,3.0,False,married,7,4,,10.0,2
926,1258,214,,research scientist,1,2,1,0,0,3,False,4.0,False,married,9,3,,9.0,4
927,1260,243,,laboratory technician,1,2,1,1,0,3,True,4.0,True,single,2,3,life sciences,1.0,1
928,1262,271,,manufacturing director,2,3,1,0,0,3,False,3.0,False,,38,4,,14.0,9
929,1263,282,,healthcare representative,2,3,1,0,0,2,False,,True,married,29,1,medical,17.0,7
930,1265,309,,research scientist,1,2,1,0,0,6,True,3.0,False,married,3,3,life sciences,7.0,3
931,1266,323,,manager,5,3,7,0,6,3,False,3.0,False,divorced,1,4,medical,,3
932,1267,334,research & development,research scientist,2,3,1,0,0,2,True,3.0,False,divorced,19,2,life sciences,17.0,2
933,1269,342,,manufacturing director,3,3,1,0,0,5,True,,True,,10,3,medical,17.0,6
934,1271,364,,laboratory technician,1,3,0,0,0,5,False,3.0,True,single,2,4,life sciences,5.0,2
935,1273,367,research & development,healthcare representative,2,2,9,7,8,2,,,False,,23,3,medical,10.0,0
936,1275,392,,laboratory technician,1,3,1,0,0,0,True,4.0,True,,12,3,life sciences,19.0,3
937,1276,397,,research scientist,2,3,8,7,7,2,True,3.0,False,single,3,3,technical degree,10.0,4
938,1278,407,,laboratory technician,1,4,1,0,0,2,,3.0,False,married,18,4,life sciences,4.0,4
939,1280,445,,sales executive,2,3,1,0,0,3,,3.0,True,married,3,2,,12.0,4
940,1283,468,,research director,4,3,1,0,0,2,False,3.0,False,single,23,5,,16.0,2
941,1284,471,,laboratory technician,1,3,8,0,7,4,,,False,married,2,3,,8.0,1
942,1285,473,,manager,3,3,0,0,0,3,True,4.0,False,married,29,1,medical,15.0,3
943,1286,477,research & development,healthcare representative,2,2,1,0,0,6,False,4.0,False,,2,4,,,3
944,1287,479,,sales executive,2,3,1,0,0,6,True,,False,,1,5,medical,,4
945,1288,485,,sales representative,1,3,1,0,0,2,False,,True,single,5,3,marketing,1.0,1
946,1289,487,research & development,manufacturing director,2,3,1,0,0,2,,3.0,False,married,7,4,medical,7.0,2
947,1290,494,sales,sales representative,1,4,1,0,0,0,False,3.0,True,single,12,3,life sciences,1.0,1
948,1291,508,,sales representative,1,3,1,0,0,3,True,3.0,False,,2,1,technical degree,,1
949,1292,514,,research scientist,1,3,1,0,0,4,False,4.0,True,single,4,3,,3.0,9
950,1293,518,,manufacturing director,2,3,1,0,1,2,,3.0,False,single,10,4,,18.0,2
951,1296,556,,laboratory technician,1,3,1,0,0,3,False,4.0,False,married,2,2,,,1
952,1297,566,,human resources,1,2,1,0,0,3,,3.0,True,single,2,2,technical degree,1.0,1
953,1298,568,,manager,4,2,1,0,0,3,True,3.0,False,divorced,29,3,,,3
954,1302,614,,sales representative,1,3,0,0,0,3,False,3.0,True,,5,3,marketing,,1
955,1303,615,,sales executive,3,1,1,0,1,2,,3.0,False,,28,3,other,20.0,3
956,1305,622,research & development,laboratory technician,1,1,1,0,0,3,True,3.0,True,single,24,3,,1.0,1
957,1307,643,,laboratory technician,1,2,1,0,0,2,True,4.0,False,married,17,2,other,1.0,1
958,1308,648,,sales representative,1,2,1,0,0,2,,3.0,True,married,12,4,,1.0,1
959,1309,656,,sales executive,2,3,3,1,0,3,False,3.0,False,married,2,3,marketing,,4
960,1310,657,research & development,research scientist,1,2,1,0,0,0,True,,False,,1,3,life sciences,1.0,1
961,1311,661,,research director,4,2,1,0,0,3,False,3.0,False,divorced,14,4,other,21.0,4
962,1312,662,,research scientist,1,3,0,0,0,3,True,3.0,False,,27,1,life sciences,8.0,3
963,1315,690,sales,sales executive,2,3,6,1,2,5,False,3.0,False,,44,2,medical,,1
964,1316,701,,research scientist,1,3,1,1,1,5,True,3.0,True,single,10,1,medical,,1
965,1317,704,,laboratory technician,1,2,1,0,0,3,False,3.0,False,married,20,3,,1.0,1
966,1318,715,,research scientist,1,4,1,0,0,2,True,3.0,False,single,10,2,life sciences,,3
967,1319,743,,manufacturing director,3,3,1,0,0,4,True,,False,single,1,3,,10.0,4
968,1320,749,,sales representative,1,3,1,0,0,6,False,3.0,False,single,10,3,,1.0,1
969,1322,773,,research scientist,1,3,1,0,1,0,True,3.0,False,married,2,5,medical,,6
970,1323,775,,manufacturing director,2,3,0,0,0,3,True,3.0,False,,8,5,life sciences,,3
971,1324,811,,laboratory technician,1,4,0,0,0,2,False,4.0,True,,6,3,life sciences,1.0,1
972,1325,812,,laboratory technician,1,2,1,0,0,4,False,3.0,False,divorced,9,3,life sciences,,1
973,1326,816,,laboratory technician,1,2,1,0,0,1,True,3.0,True,married,1,2,life sciences,1.0,1
974,1327,832,,laboratory technician,2,2,1,0,0,6,True,3.0,False,,16,4,medical,10.0,6
975,1328,833,research & development,manufacturing director,2,2,0,0,0,4,True,4.0,False,single,2,3,,12.0,5
976,1329,834,,research scientist,1,2,1,0,0,3,,3.0,False,,2,3,,1.0,1
977,1333,897,,sales executive,4,3,2,2,2,3,True,3.0,False,married,8,3,marketing,28.0,5
978,1334,904,,sales executive,3,3,10,0,9,2,False,3.0,False,single,19,2,,,1
979,1335,911,,laboratory technician,1,3,1,0,1,2,True,4.0,True,,25,4,,1.0,1
980,1336,918,,laboratory technician,1,2,1,0,0,3,,3.0,True,divorced,2,1,,3.0,9
981,1338,923,research & development,research scientist,1,3,1,0,0,3,False,,True,single,18,1,other,,1
982,1339,934,,laboratory technician,1,3,1,1,0,3,True,3.0,False,,48,3,life sciences,1.0,1
983,1340,940,,healthcare representative,3,2,6,0,4,3,False,,False,divorced,5,3,,24.0,2
984,1341,945,,research scientist,1,3,0,0,0,2,False,3.0,False,married,20,4,medical,13.0,4
985,1342,951,,laboratory technician,1,2,3,0,2,3,,,False,married,1,3,life sciences,5.0,6
986,1343,952,,sales representative,1,2,1,0,0,2,False,,True,married,19,2,marketing,,1
987,1344,954,sales,sales executive,3,2,1,0,0,2,True,3.0,False,divorced,10,4,marketing,11.0,2
988,1345,959,,sales representative,1,2,1,0,0,3,False,3.0,True,single,21,3,other,1.0,1
989,1349,986,,sales executive,4,4,1,0,0,2,True,3.0,True,single,24,3,,22.0,4
990,1350,994,,research scientist,1,2,0,0,0,5,True,4.0,True,single,10,3,,3.0,6
991,1351,1003,,sales executive,2,3,9,0,7,0,False,3.0,False,single,18,2,life sciences,9.0,1
992,1352,1012,,research scientist,1,3,0,0,0,2,,3.0,False,,5,2,,,1
993,1354,1029,,manager,5,3,1,0,0,3,True,3.0,False,,5,2,,21.0,6
994,1356,1033,,healthcare representative,2,1,1,0,0,2,True,3.0,True,,11,2,medical,15.0,5
995,1358,1052,,laboratory technician,2,3,1,0,0,3,,3.0,True,divorced,15,3,,9.0,7
996,1359,1056,sales,sales representative,1,3,1,0,0,5,True,4.0,False,married,10,1,medical,,1
997,1360,1076,,sales executive,3,2,1,0,0,5,True,3.0,False,,25,3,,18.0,5
998,1361,1079,research & development,laboratory technician,1,2,1,1,0,6,True,,True,single,10,3,,1.0,1
999,1362,1081,,research scientist,1,3,10,2,7,2,False,,True,married,4,4,,18.0,9
1000,1363,1105,sales,sales executive,2,2,1,0,0,5,False,,False,divorced,10,4,,8.0,2
1001,1364,1111,research & development,laboratory technician,1,2,1,0,0,2,False,,True,divorced,1,3,medical,,1
1002,1365,1113,,sales executive,2,3,0,0,0,4,,3.0,True,single,1,4,,5.0,3
1003,1366,1115,,research scientist,1,2,0,0,0,2,True,3.0,False,,3,4,,6.0,3
1004,1367,1125,,sales executive,3,3,1,0,0,2,True,3.0,False,single,2,2,marketing,,7
1005,1369,1156,,laboratory technician,1,3,0,0,0,0,True,3.0,True,single,8,1,,,1
1006,1370,1158,,laboratory technician,1,3,1,0,0,4,False,3.0,False,,12,4,,6.0,3
1007,1371,1172,research & development,laboratory technician,1,2,8,1,7,2,True,3.0,False,,1,4,medical,,6
1008,1372,1190,sales,sales representative,1,3,1,0,0,3,,3.0,False,,2,1,,1.0,1
1009,1374,1206,,research scientist,1,1,0,0,0,3,True,,False,single,26,3,,6.0,2
1010,1375,1210,,research scientist,1,2,1,0,0,2,True,3.0,True,,5,2,life sciences,5.0,6
1011,1378,1242,,research director,3,3,1,0,0,6,False,3.0,False,married,26,5,medical,,3
1012,1379,1256,research & development,manager,5,2,1,0,0,2,,,False,married,4,2,medical,23.0,2
1013,1380,1258,,laboratory technician,1,4,1,0,0,4,,3.0,False,single,2,2,technical degree,7.0,5
1014,1381,1260,research & development,healthcare representative,2,3,6,1,0,2,True,3.0,False,,7,3,,6.0,1
1015,1382,1263,research & development,research director,5,2,1,0,0,3,,3.0,False,single,1,3,life sciences,,6
1016,1384,1269,,research scientist,1,4,1,0,1,2,True,3.0,False,single,25,3,life sciences,1.0,1
1017,1385,1270,,research scientist,1,3,1,0,1,2,False,4.0,False,,1,2,,1.0,1
1018,1386,1273,,sales representative,1,1,1,1,0,4,True,,True,single,32,1,,1.0,1
1019,1389,1306,,manager,5,3,0,0,0,4,False,4.0,False,,25,3,medical,22.0,3
1020,1390,1364,,sales representative,1,4,1,0,0,4,True,,False,married,11,3,medical,5.0,8
1021,1391,1368,,laboratory technician,1,3,0,0,0,5,False,3.0,False,single,1,3,,0.0,1
1022,1392,1379,,sales representative,1,2,1,0,0,3,True,3.0,True,single,2,3,,3.0,7
1023,1393,1427,,sales representative,1,1,1,0,0,3,False,,True,single,1,4,life sciences,,1
1024,1394,1433,,research scientist,1,2,1,0,0,3,False,3.0,True,,8,3,life sciences,,1
1025,1395,1434,,laboratory technician,1,3,5,1,4,3,False,3.0,False,married,11,1,life sciences,6.0,0
1026,1396,1458,,laboratory technician,1,2,1,0,0,2,True,4.0,True,single,2,3,,11.0,2
1027,1397,1481,,sales executive,2,3,1,0,0,4,False,,False,married,1,5,marketing,11.0,7
1028,1398,1482,research & development,research scientist,1,3,1,0,0,2,False,3.0,False,,25,3,,1.0,1
1029,1400,1494,,laboratory technician,1,3,0,0,0,2,False,3.0,True,,9,3,,,2
1030,1402,1504,,laboratory technician,1,2,0,0,0,2,,,True,single,2,2,medical,8.0,7
1031,1404,1515,,healthcare representative,2,3,0,0,0,6,True,3.0,False,,8,5,,14.0,2
1032,1405,1525,,manufacturing director,3,3,2,2,2,3,False,,False,single,6,3,,9.0,4
1033,1406,1542,,laboratory technician,1,2,1,0,0,3,,,False,married,2,3,medical,,4
1034,1407,1558,,research scientist,1,4,1,0,0,2,False,3.0,False,married,9,3,,,6
1035,1408,1564,,laboratory technician,1,2,3,1,2,3,False,3.0,False,,1,3,,,1
1036,1410,1577,,research scientist,1,3,1,0,0,4,False,3.0,False,single,13,4,medical,,1
1037,1411,1581,,research scientist,1,3,1,0,0,5,,4.0,False,,3,3,,1.0,1
1038,1413,1591,,manager,5,3,1,0,0,2,False,,False,married,24,3,marketing,,4
1039,1415,1601,,laboratory technician,1,2,1,0,1,5,False,3.0,False,,7,2,life sciences,,1
1040,1416,1602,,manager,4,4,26,0,12,5,False,3.0,False,,1,4,life sciences,27.0,1
1041,1417,1624,sales,sales representative,1,3,0,0,0,2,,3.0,True,single,3,2,medical,0.0,1
1042,1418,1669,,sales executive,2,2,10,0,9,3,,,False,divorced,5,3,,10.0,1
1043,1419,1673,,sales executive,2,3,10,0,2,2,True,3.0,False,,5,4,life sciences,10.0,1
1044,1420,1678,,sales executive,3,3,2,0,2,2,,3.0,False,single,23,2,,21.0,3
1045,1423,1697,,healthcare representative,3,1,1,0,0,2,False,4.0,False,divorced,1,4,,19.0,3
1046,1424,1714,,human resources,1,1,1,0,0,2,True,,True,married,22,1,,1.0,1
1047,1425,1724,,manufacturing director,2,3,1,0,0,3,,3.0,False,,8,2,life sciences,18.0,2
1048,1427,1731,,sales executive,2,3,1,0,0,3,,3.0,False,,2,4,marketing,4.0,7
1049,1429,1744,,human resources,3,1,5,0,3,2,True,4.0,False,married,41,3,life sciences,9.0,4
1050,1430,1755,,research scientist,1,4,5,1,2,3,False,3.0,False,married,2,4,,6.0,0
1051,1431,1758,,sales executive,3,3,0,0,0,2,,4.0,True,,16,3,,,2
1052,1432,1761,,sales executive,3,3,1,0,0,2,,3.0,True,married,16,4,,,2
1053,1434,1763,,healthcare representative,2,4,7,1,7,3,False,3.0,False,married,16,3,,10.0,3
1054,1435,1766,,healthcare representative,2,1,1,1,0,2,True,3.0,False,married,18,3,medical,,3
1055,1439,1783,,laboratory technician,1,3,1,0,0,6,True,3.0,True,,45,1,medical,1.0,1
1056,1442,1839,,research scientist,1,3,0,0,0,4,,3.0,False,single,14,3,,0.0,1
1057,1443,1842,,human resources,1,4,1,0,0,4,,3.0,True,married,18,5,human resources,2.0,0
1058,1444,1847,,research scientist,2,3,1,0,0,2,True,4.0,False,,2,4,,,4
1059,1445,1853,,sales executive,2,3,0,0,0,2,True,3.0,False,,10,4,marketing,,8
1060,1447,1860,,laboratory technician,1,3,0,0,0,3,True,,False,,8,3,,,4
1061,1448,1865,,human resources,1,2,1,0,0,3,True,3.0,False,married,6,1,,,1
1062,1450,1875,sales,sales representative,1,3,1,0,0,3,True,3.0,False,,3,3,medical,1.0,1
1063,1451,1876,,sales representative,1,3,1,0,0,3,False,3.0,True,,9,3,,,1
1064,1453,1893,,research scientist,1,2,1,1,0,3,False,3.0,False,,1,2,life sciences,1.0,1
1065,1454,1903,,healthcare representative,2,4,2,2,2,5,,3.0,False,,1,4,,10.0,2
1066,1455,1928,sales,sales representative,1,4,1,0,0,3,True,3.0,True,single,24,3,technical degree,1.0,1
1067,1456,1933,,sales executive,2,3,2,2,2,0,True,3.0,True,,13,2,marketing,6.0,3
1068,1457,1935,,sales executive,2,2,0,0,0,3,True,3.0,False,married,11,5,,,4
1069,1458,1936,,manufacturing director,2,3,10,7,9,3,,4.0,False,married,9,2,,10.0,1
1070,1459,1938,,manager,4,3,1,0,0,2,True,3.0,False,,21,3,,,4
1071,1460,1943,sales,sales executive,2,3,0,0,0,4,False,,False,divorced,12,4,marketing,14.0,3
1072,1461,1944,,human resources,1,2,1,0,0,2,False,3.0,True,married,22,3,,,1
1073,1462,1961,,sales representative,1,2,1,0,0,3,True,3.0,False,single,1,3,,20.0,4
1074,1463,1966,,manufacturing director,2,2,1,0,0,1,,4.0,False,,5,4,life sciences,,8
1075,1464,1974,,laboratory technician,1,1,1,0,0,4,True,3.0,False,,2,1,medical,,1
1076,1466,2012,research & development,laboratory technician,1,3,1,0,0,3,,3.0,False,married,44,4,,8.0,8
1077,1468,2023,,sales representative,1,3,1,1,0,3,False,3.0,True,married,9,3,,,1
1078,1469,2040,,human resources,3,3,9,1,7,2,False,3.0,False,single,26,4,life sciences,,1
1079,1470,1541,,sales representative,1,3,11,5,7,4,True,4.0,False,,7,2,technical degree,12.0,0
1080,1471,1947,,research scientist,1,3,5,1,4,3,False,3.0,False,single,16,3,medical,5.0,1
1081,1477,524,,manufacturing director,2,3,13,3,12,5,True,3.0,False,married,7,2,,13.0,1
1082,1478,569,research & development,manager,4,2,27,15,7,2,True,3.0,False,married,29,4,life sciences,28.0,0
1083,1479,1044,sales,sales representative,1,2,2,2,2,2,False,3.0,False,,8,1,life sciences,,0
1084,1480,1069,,research director,5,3,2,2,2,0,True,3.0,False,,1,4,medical,23.0,9
1085,1481,1131,,research scientist,1,2,2,2,2,6,True,3.0,False,single,25,1,,2.0,1
1086,1482,1135,,sales representative,1,4,2,2,2,4,False,,False,married,20,3,,3.0,0
1087,1483,1157,,sales executive,2,3,5,0,3,3,True,3.0,True,single,9,4,,6.0,0
1088,1484,1160,research & development,laboratory technician,1,3,2,2,2,5,False,3.0,True,,15,3,medical,,1
1089,1485,1161,,healthcare representative,2,2,6,1,3,2,False,3.0,False,,25,2,,9.0,7
1090,1486,1162,,research scientist,1,2,4,2,2,0,False,,False,married,6,3,,4.0,1
1091,1487,1185,,laboratory technician,1,2,2,2,2,2,,3.0,False,married,4,4,other,2.0,1
1092,1489,1778,,human resources,1,3,9,1,8,5,,3.0,False,,2,3,life sciences,,0
1093,1490,1797,,sales executive,2,3,10,7,7,2,True,3.0,True,,27,3,,,1
1094,1491,1816,,manufacturing director,3,3,7,0,2,3,False,3.0,False,single,47,3,medical,9.0,9
1095,1492,1821,,healthcare representative,2,3,9,3,7,2,False,4.0,True,married,21,2,medical,13.0,4
1096,1494,1869,,sales executive,3,3,8,0,7,2,False,4.0,True,,10,3,life sciences,14.0,5
1097,1496,1898,sales,sales executive,2,4,8,0,7,5,,3.0,False,single,2,2,,9.0,0
1098,1497,1911,,research director,3,3,13,5,7,3,False,3.0,False,married,6,3,medical,18.0,9
1099,1498,1927,,sales executive,2,2,7,0,7,2,True,3.0,False,married,1,2,life sciences,7.0,1
1100,1499,423,research & development,research scientist,1,3,5,0,3,4,True,3.0,False,married,5,4,,,0
1101,1500,424,,human resources,2,2,2,1,0,1,,3.0,False,,2,3,human resources,,3
1102,1501,433,,research scientist,2,2,8,7,7,3,False,,True,,8,4,medical,11.0,2
1103,1502,447,,research director,5,3,3,1,1,2,True,3.0,False,married,5,5,,21.0,4
1104,1503,455,,laboratory technician,1,2,3,2,2,2,False,3.0,False,,9,5,other,4.0,0
1105,1504,460,,manufacturing director,2,3,6,0,4,2,False,3.0,False,,5,2,medical,8.0,7
1106,1505,465,,research scientist,1,3,4,0,2,2,False,3.0,False,,22,1,,,1
1107,1506,470,human resources,human resources,1,3,3,1,0,5,True,3.0,False,divorced,2,1,,4.0,0
1108,1507,475,sales,sales executive,2,3,2,2,2,2,True,3.0,False,,28,2,,4.0,7
1109,1508,478,,sales representative,1,2,3,1,2,3,False,3.0,True,single,1,1,,3.0,1
1110,1509,482,,healthcare representative,2,3,3,1,2,2,False,3.0,False,,1,4,medical,,2
1111,1511,495,research & development,research scientist,1,3,3,1,2,4,True,,False,,23,3,,6.0,9
1112,1514,501,,research scientist,1,3,2,2,2,3,,3.0,False,married,2,3,,,4
1113,1515,502,,sales executive,2,4,5,0,4,3,True,3.0,True,,37,3,marketing,,8
1114,1516,507,,sales executive,2,3,5,0,3,2,True,3.0,False,divorced,32,4,marketing,,1
1115,1517,517,,laboratory technician,1,3,5,1,2,5,,3.0,False,,1,4,,8.0,3
1116,1518,522,,research director,5,3,4,1,2,4,True,3.0,False,married,5,2,medical,24.0,4
1117,1519,525,,laboratory technician,1,3,3,1,2,1,True,4.0,False,,21,3,,,7
1118,1520,530,,laboratory technician,1,2,4,3,2,3,True,3.0,False,married,1,2,,4.0,1
1119,1523,376,,manager,3,3,10,9,9,2,False,3.0,True,married,29,4,life sciences,,1
1120,1524,381,,manager,3,4,7,6,2,6,True,,False,divorced,38,3,life sciences,10.0,7
1121,1525,388,,sales executive,2,3,10,0,9,3,True,3.0,False,single,2,2,,,1
1122,1526,389,research & development,laboratory technician,2,3,10,0,8,4,True,,False,married,17,2,technical degree,12.0,3
1123,1527,401,,sales executive,2,2,8,7,4,0,True,3.0,True,single,4,4,,,1
1124,1528,416,,sales executive,2,4,8,7,7,3,False,3.0,False,,7,3,technical degree,10.0,4
1125,1529,430,,laboratory technician,1,3,8,1,7,5,False,3.0,False,,10,4,life sciences,,0
1126,1530,438,,sales executive,2,3,7,1,7,3,True,3.0,False,,7,3,marketing,13.0,4
1127,1532,446,,sales executive,2,2,7,0,1,6,,3.0,False,,10,3,,,3
1128,1533,448,research & development,laboratory technician,2,2,9,0,0,3,False,,False,divorced,30,4,life sciences,9.0,1
1129,1534,454,,laboratory technician,1,1,7,0,7,4,True,3.0,True,,8,4,,7.0,1
1130,1535,458,sales,sales executive,2,3,8,0,7,3,True,3.0,False,,12,4,,8.0,1
1131,1538,476,,sales executive,2,3,8,7,7,3,False,3.0,False,,1,3,,,1
1132,1539,483,,laboratory technician,1,4,7,1,7,3,True,3.0,False,married,10,4,life sciences,,3
1133,1540,488,,sales executive,2,3,8,7,7,5,,3.0,True,,4,3,,8.0,1
1134,1541,500,,sales executive,2,3,7,0,7,2,False,3.0,False,,31,2,,18.0,4
1135,1544,586,,healthcare representative,3,3,8,0,0,2,True,3.0,False,,16,3,life sciences,10.0,4
1136,1546,608,,human resources,1,3,7,1,0,2,True,3.0,True,,17,4,life sciences,8.0,0
1137,1547,621,,sales executive,2,4,10,5,7,3,False,3.0,False,single,21,4,,10.0,1
1138,1548,653,,sales executive,2,4,7,5,7,4,True,4.0,False,divorced,29,4,medical,13.0,4
1139,1549,663,,laboratory technician,2,3,8,4,7,3,,3.0,False,divorced,9,5,,10.0,3
1140,1551,710,research & development,research scientist,1,1,10,2,8,5,,3.0,False,divorced,1,4,life sciences,10.0,1
1141,1552,717,,healthcare representative,3,2,8,7,7,3,True,3.0,False,,9,3,medical,9.0,1
1142,1553,722,,sales executive,2,3,10,0,8,2,,3.0,False,,10,3,marketing,10.0,1
1143,1554,724,,healthcare representative,2,4,9,1,8,4,False,3.0,False,,1,4,life sciences,10.0,0
1144,1555,725,,manufacturing director,3,3,9,0,7,3,False,3.0,False,married,1,2,life sciences,9.0,1
1145,1557,728,,sales executive,2,3,7,1,7,2,False,3.0,False,single,14,4,marketing,20.0,2
1146,1559,747,,sales executive,2,3,8,7,7,2,False,,False,divorced,35,5,marketing,10.0,7
1147,1560,762,,healthcare representative,4,3,10,1,1,1,,3.0,False,married,9,3,,30.0,7
1148,1561,783,,sales representative,2,1,8,3,1,3,,3.0,False,single,2,2,,9.0,0
1149,1562,789,,sales executive,3,2,10,0,9,1,True,3.0,False,single,8,4,,10.0,1
1150,1563,803,,manufacturing director,2,4,15,4,12,2,False,3.0,False,single,2,4,life sciences,17.0,6
1151,1565,823,,manufacturing director,2,3,9,0,5,2,True,3.0,False,,1,3,other,,0
1152,1567,842,,sales executive,2,3,9,7,3,3,True,3.0,True,single,2,1,medical,,4
1153,1570,913,,research scientist,1,3,8,7,1,0,False,3.0,False,,9,2,,8.0,1
1154,1571,927,research & development,laboratory technician,1,1,7,1,0,1,True,3.0,True,divorced,2,4,life sciences,,4
1155,1572,941,,sales representative,1,2,7,5,2,2,,,False,,7,4,,,3
1156,1573,956,sales,sales executive,2,2,7,0,7,2,True,3.0,False,,1,3,medical,,1
1157,1575,966,,manufacturing director,2,3,8,6,3,2,True,3.0,False,married,3,4,medical,8.0,1
1158,1576,972,,laboratory technician,2,3,9,0,8,5,True,3.0,False,,4,2,,,1
1159,1578,990,,sales executive,2,3,7,0,7,3,,,False,divorced,8,4,technical degree,12.0,4
1160,3,2072,,research director,4,3,20,5,6,2,False,3.0,False,married,2,4,medical,,3
1161,4,2073,,sales executive,4,4,19,2,8,5,False,3.0,False,divorced,3,3,technical degree,,2
1162,8,2077,,manager,4,3,18,11,8,2,,3.0,False,married,2,5,,22.0,7
1163,11,2080,,manufacturing director,4,3,19,15,9,0,False,,False,married,23,3,life sciences,33.0,4
1164,12,2081,,research director,3,1,18,1,11,3,True,3.0,False,married,10,3,medical,,3
1165,14,2083,,research director,5,4,24,2,15,3,,3.0,False,single,14,4,medical,,8
1166,17,2086,,manager,4,3,26,15,9,2,False,4.0,False,,2,3,,28.0,8
1167,18,2087,,research scientist,2,4,16,1,10,2,False,3.0,False,married,13,5,life sciences,,1
1168,19,2088,,manufacturing director,3,2,18,14,12,2,,3.0,False,,15,3,life sciences,18.0,1
1169,22,2091,,healthcare representative,3,3,17,12,8,2,True,,False,divorced,8,3,,17.0,1
1170,24,2093,,sales executive,2,3,18,4,11,1,,3.0,False,,42,2,life sciences,18.0,1
1171,25,2094,,manufacturing director,3,2,17,5,15,2,False,4.0,False,married,9,3,life sciences,17.0,1
1172,26,2095,,manager,5,1,32,6,9,3,True,3.0,True,married,2,1,,33.0,1
1173,28,2097,,laboratory technician,2,3,15,5,7,3,True,3.0,False,married,28,4,life sciences,15.0,1
1174,34,2103,,research scientist,2,3,16,2,10,3,,3.0,False,single,6,4,other,16.0,1
1175,38,2107,,sales executive,3,2,18,13,11,5,True,3.0,False,married,28,3,,22.0,4
1176,41,2110,,laboratory technician,1,3,18,2,17,3,True,,False,single,35,3,,20.0,2
1177,50,2119,,research director,3,3,15,5,11,3,False,3.0,False,married,1,3,,15.0,1
1178,52,2121,,sales executive,3,2,13,6,0,3,False,3.0,True,married,10,3,medical,15.0,9
1179,55,2124,,sales executive,2,1,15,11,11,4,True,4.0,False,divorced,15,4,marketing,,1
1180,58,2127,,sales executive,2,2,15,5,9,1,True,3.0,False,married,4,4,life sciences,17.0,4
